Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
1,9.86,1.6,Michael NORMAN,3-Dec-97,USA,1f3,"AP Ranch, Fort Worth, TX (USA)",20-Jul-20,1255
2,9.9,1.4,Trayvon BROMELL,10-Jul-95,USA,1h3,"National Training Center, Clermont, FL (USA)",24-Jul-20,1241
3,9.91,1.7,Akani SIMBINE,21-Sep-93,RSA,1h3,"Bestmed Tuks Stadium, Pretoria (RSA)",14-Mar-20,1238
4,9.97,1.9,André DE GRASSE,10-Nov-94,CAN,1h2,"National Training Center, Clermont, FL (USA)",24-Jul-20,1217
5,10,1.1,Ronnie BAKER,15-Oct-93,USA,1f3,"AP Ranch, Fort Worth, TX (USA)",23-Jul-20,1206
6,10.03,0.3,Julian FORTE,7-Jan-93,JAM,1f5,"Jamaica College Ashenheim Stadium, Kingston (JAM)",18-Jul-20,1196
6,10.03,1.6,Rai BENJAMIN,27-Jul-97,USA,2f3,"AP Ranch, Fort Worth, TX (USA)",20-Jul-20,1196
6,10.03,1,Aska CAMBRIDGE,31-May-93,JPN,1,"Prefectural Stadium, Fukui (JPN)",29-Aug-20,1196
9,10.04,1.4,Noah LYLES,18-Jul-97,USA,2h3,"National Training Center, Clermont, FL (USA)",24-Jul-20,1193
9,10.04,1.4,Yoshihide KIRYU,15-Dec-95,JPN,1f3,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",1-Aug-20,1193
9,10.04,0.2,Andre EWERS,7-Jun-95,JAM,1f1,"Bolles HS Track, Jacksonville, FL (USA)",8-Aug-20,1193
9,10.04,1.8,Kyree KING,9-Jul-94,USA,1h1,"Montverde Academy, Montverde, FL (USA)",10-Aug-20,1193
9,10.04,0.3,Arthur CISSÉ,29-Dec-96,CIV,2,"Stadio Olimpico, Roma (ITA)",17-Sep-20,1193
14,10.06,0.8,Shaun Phatutshedzo MASWANGANYI,1-Feb-01,RSA,1sf1,"Bestmed Tuks Stadium, Pretoria (RSA)",14-Mar-20,1186
15,10.07,1.1,Justin GATLIN,10-Feb-82,USA,2f3,"AP Ranch, Fort Worth, TX (USA)",23-Jul-20,1182
15,10.07,-0.2,Filippo TORTU,15-Jun-98,ITA,2,"Stadio Comunale, Bellinzona (SUI)",15-Sep-20,1183
17,10.08,1.3,Henrico BRUINTJIES,16-Jul-93,RSA,2,"Bestmed Tuks Stadium, Pretoria (RSA)",14-Mar-20,1179
17,10.08,1.4,Deniz ALMAS,17-Jul-97,GER,1f1,"Sepp-Herberger-Stadion, Weinheim (GER)",1-Aug-20,1179
19,10.09,1.7,Cravon GILLESPIE,31-Jul-96,USA,1f2,"PVAMU Track Stadium, Prairie View, TX (USA)",6-Aug-20,1176
19,10.09,1.8,Kenneth BEDNAREK,14-Oct-98,USA,2h1,"Montverde Academy, Montverde, FL (USA)",10-Aug-20,1176
19,10.09,0.9,Jeff DEMPS,8-Jan-90,USA,1f1,"Drake Stadium, Des Moines, IA (USA)",29-Aug-20,1176
22,10.1,1.8,Divine ODUDURU,7-Oct-96,NGR,1f2,"National Training Center, Clermont, FL (USA)",24-Jul-20,1172
22,10.1,1.6,Lamont Marcell JACOBS,26-Sep-94,ITA,1,"Stadio Giuseppe Grezar, Trieste (ITA)",1-Aug-20,1172
24,10.11,2,Silvan WICKI,13-Feb-95,SUI,1f1,"Stade Bouleyres, Bulle (SUI)",11-Jul-20,1169
24,10.11,1.9,Senoj-Jay GIVANS,30-Dec-93,JAM,2h2,"National Training Center, Clermont, FL (USA)",24-Jul-20,1169
24,10.11,0.1,Felipe BARDI DOS SANTOS,8-Oct-98,BRA,1sf2,"COTP Stadium, São Paulo (BRA)",11-Dec-20,1169
27,10.12,1.5,Jack HALE,22-May-98,AUS,1h2,"WA Sports Centre, Perth (AUS)",1-Feb-20,1165
27,10.12,0.9,Devin QUINN,8-Jun-96,USA,2f1,"Drake Stadium, Des Moines, IA (USA)",29-Aug-20,1165
27,10.12,0.3,Michael RODGERS,24-Apr-85,USA,5,"Stadio Olimpico, Roma (ITA)",17-Sep-20,1165
27,10.12,1.4,Paulo André CAMILO DE OLIVEIRA,20-Aug-98,BRA,1sf1,"COTP Stadium, São Paulo (BRA)",11-Dec-20,1165
31,10.13,2,Shota IIZUKA,25-Jun-91,JPN,1f1,"Kusanagi Athletic Stadium, Shizuoka (JPN)",2-Aug-20,1162
31,10.13,-0.5,Chun-Han YANG,1-Jan-97,TPE,1,New Taipei City (TPE),4-Dec-20,1165
33,10.14,1.8,Kendal WILLIAMS,23-Sep-95,USA,2f2,"National Training Center, Clermont, FL (USA)",24-Jul-20,1159
33,10.14,1.6,Joshua HARTMANN,9-Jun-99,GER,1f1,"Sportanlage an der Kanalstraße, Zeven (GER)",25-Jul-20,1159
33,10.14,1.8,Soshi MIZUKUBO,1-Mar-99,JPN,1,"Denka Big Swan Stadium, Niigata (JPN)",12-Sep-20,1159
36,10.15,2,Aaron BROWN,27-May-92,CAN,1f2,"Montverde Academy, Montverde, FL (USA)",10-Aug-20,1155
36,10.15,0,Yohan BLAKE,26-Dec-89,JAM,1f3,"National Stadium, Kingston (JAM)",22-Aug-20,1155
38,10.16,1.5,Rohan BROWNING,31-Dec-97,AUS,1h1,"WA Sports Centre, Perth (AUS)",1-Feb-20,1152
38,10.16,1.8,Nickel ASHMEADE,7-Apr-90,JAM,3f2,"National Training Center, Clermont, FL (USA)",24-Jul-20,1152
38,10.16,0.4,Yupun Abeykoon MUDIYANSELAGE,31-Dec-94,SRI,1f1,"Paul Greifzu Stadion, Dessau (GER)",8-Sep-20,1152
38,10.16,0.7,Mouhamadou FALL,25-Feb-92,FRA,1f1,"Stadium Municipal, Albi (FRA)",12-Sep-20,1152
42,10.17,1.7,Simon MAGAKWE,14-May-86,RSA,2h3,"Bestmed Tuks Stadium, Pretoria (RSA)",14-Mar-20,1148
42,10.17,1.3,Chijindu UJAH,5-Mar-94,GBR,2,"Paavo Nurmi Stadium, Turku (FIN)",11-Aug-20,1148
42,10.17,1.1,Joris VAN GOOL,4-Apr-98,NED,1,"Atletiekbaan Maarschalkerweerd, Utrecht (NED)",29-Aug-20,1148
45,10.18,1.5,Jaylen BACON,5-Aug-96,USA,1f3,"National Training Center, Clermont, FL (USA)",24-Jul-20,1145
45,10.18,0.5,Yuhong HE,2-Feb-01,CHN,1,"Sichuan Xipu Training Base, Chengdu (CHN)",24-Jul-20,1145
45,10.18,1.6,Nesta CARTER,11-Oct-85,JAM,1f5,"Jamaica College Ashenheim Stadium, Kingston (JAM)",25-Jul-20,1145
45,10.18,2,Maurice EADDY,4-Jun-95,USA,3f2,"Montverde Academy, Montverde, FL (USA)",10-Aug-20,1145
45,10.18,1.5,Shuhei TADA,24-Jun-96,JPN,1h2,"Prefectural Stadium, Fukui (JPN)",29-Aug-20,1145
50,10.19,1.6,Rodrigo DO NASCIMENTO,26-Sep-94,BRA,1,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",29-Feb-20,1142
50,10.19,1.6,Przemysław SŁOWIKOWSKI,20-Nov-93,POL,1h2,"Stadion Miejski, Jelenia Góra (POL)",26-Jul-20,1142
50,10.19,1,Yuki KOIKE,13-May-95,JPN,3,"Prefectural Stadium, Fukui (JPN)",29-Aug-20,1142
50,10.19,0.7,Amaury GOLITIN,28-Jan-97,FRA,2f1,"Stadium Municipal, Albi (FRA)",12-Sep-20,1142
54,10.2,0,Isiah YOUNG,5-Jan-90,USA,1f3,"Montverde Academy, Montverde, FL (USA)",4-Jul-20,1138
54,10.2,0.1,Tyquendo TRACEY,10-Jun-93,JAM,1sr4,"National Stadium, Kingston (JAM)",8-Aug-20,1138
54,10.2,1.8,Buruno DEDE,7-Oct-99,JPN,2,"Denka Big Swan Stadium, Niigata (JPN)",12-Sep-20,1138
57,10.21,0.9,Oshane BAILEY,8-Sep-89,JAM,1f3,"National Stadium, Kingston (JAM)",29-Feb-20,1135
57,10.21,0.8,Jan VELEBA,6-Dec-86,CZE,1f1,"Stadion Juliska, Praha (CZE)",8-Jun-20,1135
57,10.21,0.1,Romario WILLIAMS,17-Nov-95,JAM,2sr4,"National Stadium, Kingston (JAM)",8-Aug-20,1135
57,10.21,0.2,Sean SAFO-ANTWI,31-Oct-90,GHA,3f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",15-Aug-20,1135
57,10.21,0.9,Akihiro HIGASHIDA,13-Dec-95,JPN,3h3,"Prefectural Stadium, Fukui (JPN)",29-Aug-20,1135
62,10.22,1.4,Clarence MUNYAI,20-Feb-98,RSA,1f6,"Bestmed Tuks Stadium, Pretoria (RSA)",7-Mar-20,1132
62,10.22,2,Luca LAI,24-Jun-92,ITA,2f1,"Stade Bouleyres, Bulle (SUI)",11-Jul-20,1132
62,10.22,1.8,Ryota SUZUKI,25-Jun-99,JPN,3,"Denka Big Swan Stadium, Niigata (JPN)",12-Sep-20,1132
65,10.23,0,Kenroy ANDERSON,27-Jun-87,JAM,1f2,"National Stadium, Kingston (JAM)",29-Feb-20,1128
65,10.23,-0.1,Ogho-Oghene EGWERO,26-Nov-88,NGR,1,"Samuel Ogbemudia Stadium, Benin City (NGR)",14-Mar-20,1128
65,10.23,0.4,Elijah HALL,22-Aug-94,USA,1,Lignano Sabbiadoro (ITA),17-Aug-20,1128
65,10.23,1.2,Ramil GULIYEV,29-May-90,TUR,1,Bursa (TUR),28-Aug-20,1128
69,10.24,1.5,Jake DORAN,17-Jul-00,AUS,2h2,"WA Sports Centre, Perth (AUS)",1-Feb-20,1125
69,10.24,0,Roberto SKYERS,12-Nov-91,CUB,1f1,"Pista Rafael Fortun Chacon, Camagüey (CUB)",6-Mar-20,1125
69,10.24,1.5,Julian REUS,29-Apr-88,GER,1,"Steigerwaldstadion, Erfurt (GER)",3-Jul-20,1125
69,10.24,1.5,Remigiusz OLSZEWSKI,20-Sep-92,POL,1h1,"Stadion Miejski, Pila (POL)",8-Aug-20,1125
69,10.24,1.9,Christopher IUS,10-Feb-00,AUS,1f1,"Barden Ridge Athletics Track, Sydney (AUS)",28-Nov-20,1125
69,10.24,1.4,Derick SILVA,23-Apr-98,BRA,2sf1,"COTP Stadium, São Paulo (BRA)",11-Dec-20,1125
69,10.24,0.5,Franco FLORIO,30-May-00,ARG,1,"Estadio Municipal Jorge Newbery, Rosario (ARG)",18-Dec-20,1125
76,10.25,0.7,Duke KUALI,26-May-98,RSA,1f1,"UJ Soweto Campus, Johannesburg (RSA)",14-Mar-20,1122
76,10.25,0.8,Ján VOLKO,2-Nov-96,SVK,2f1,"Stadion Juliska, Praha (CZE)",8-Jun-20,1122
76,10.25,1,Dominik KOPEĆ,5-Mar-95,POL,1h3,"Stadion Miejski, Jelenia Góra (POL)",26-Jul-20,1122
76,10.25,0.7,Ippei TAKEDA,13-Mar-97,JPN,3h3,"Olympic Stadium, Tokyo (JPN)",23-Aug-20,1122
80,10.26,0.4,Chederick VAN WYK,18-Feb-95,RSA,1f1,"McArthur Stadium, Potchefstroom (RSA)",3-Mar-20,1118
80,10.26,0,Reynier MENA,21-Nov-96,CUB,2f1,"Pista Rafael Fortun Chacon, Camagüey (CUB)",6-Mar-20,1118
80,10.26,1.9,Christopher BELCHER,29-Jan-94,USA,2f2,"Drake Stadium, Des Moines, IA (USA)",29-Aug-20,1118
80,10.26,2,Andrew ROBERTSON,17-Dec-90,GBR,1sf1,"Sportcity Regional Arena, Manchester (GBR)",4-Sep-20,1118
84,10.27,0,Illas GARCIA,,USA,1f1,"Jesse Owens Track, Los Angeles, CA (USA)",29-Feb-20,1115
84,10.27,1.6,Mark Otieno ODHIAMBO,11-May-93,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",5-Mar-20,1115
84,10.27,0.6,Philipp TRUTENAT,6-Dec-97,GER,1f1,"Weserstadion Platz 11, Bremen (GER)",20-Jun-20,1115
84,10.27,1.4,Yannick WOLF,12-May-00,GER,2f1,"Sepp-Herberger-Stadion, Weinheim (GER)",1-Aug-20,1115
84,10.27,0.7,Hiroki YANAGITA,25-Jul-03,JPN,4h3,"Olympic Stadium, Tokyo (JPN)",23-Aug-20,1115
89,10.28,1.2,Elviano JOHNSON,11-Dec-02,RSA,1h3,"Bestmed Tuks Stadium, Pretoria (RSA)",14-Mar-20,1112
89,10.28,1,Samuli SAMUELSSON,23-Jun-95,FIN,1,"Harjun stadion, Jyväskylä (FIN)",8-Jul-20,1112
89,10.28,0.3,Adam GEMILI,6-Oct-93,GBR,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",19-Aug-20,1112
89,10.28,1,Seiya KUSANO,13-Jan-88,JPN,6,"Prefectural Stadium, Fukui (JPN)",29-Aug-20,1112
93,10.29,-0.5,Sinesipho DAMBILE,2-Mar-02,RSA,2,"Bestmed Tuks Stadium, Pretoria (RSA)",14-Mar-20,1111
93,10.29,0.8,Eckhardt POTGIETER,13-Jun-02,RSA,2sf1,"Bestmed Tuks Stadium, Pretoria (RSA)",14-Mar-20,1108
93,10.29,1.3,Eseosa Fostine DESALU,19-Feb-94,ITA,3f1,"Centro Sportivo Fontanassa, Savona (ITA)",16-Jul-20,1108
93,10.29,1.5,Ryiem FORDE,23-May-01,JAM,2f3,"National Training Center, Clermont, FL (USA)",24-Jul-20,1108
93,10.29,0.1,Kukyoung KIM,19-Apr-91,KOR,1,Yecheon (KOR),24-Jul-20,1108
93,10.29,-0.4,Erriyon KNIGHTON,2004,USA,1,"Satellite High School, Satellite Beach, FL (USA)",8-Aug-20,1110
93,10.29,1.1,Kojo MUSAH,15-Apr-96,DEN,1,"Hovedstaden, København (DEN)",15-Aug-20,1108
93,10.29,1.6,Marvin RENÉ,11-Apr-95,FRA,1f1,"Parc des Sports C. Ehrmann, Nice (FRA)",21-Aug-20,1108
1,9.76,0.6,Christian COLEMAN,6-Mar-96,USA,1f,"Khalifa International Stadium, Doha (QAT)",28-Sep-19,1291
2,9.86,0.9,Noah LYLES,18-Jul-97,USA,1,"Shanghai Stadium, Shanghai (CHN)",18-May-19,1255
2,9.86,0.8,Divine ODUDURU,7-Oct-96,NGR,1,"Austin, TX (USA)",7-Jun-19,1255
4,9.87,-0.1,Justin GATLIN,10-Feb-82,USA,2,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30-Jun-19,1252
5,9.9,0.6,André DE GRASSE,10-Nov-94,CAN,3f,"Khalifa International Stadium, Doha (QAT)",28-Sep-19,1241
6,9.93,0.8,Cravon GILLESPIE,31-Jul-96,USA,2,"Austin, TX (USA)",7-Jun-19,1231
6,9.93,0.5,Akani SIMBINE,21-Sep-93,RSA,1,"Olympic Stadium, London (GBR)",20-Jul-19,1231
6,9.93,1.9,Arthur CISSÉ,29-Dec-96,CIV,1,Leverkusen (GER),24-Jul-19,1231
9,9.95,0.5,Zharnel HUGHES,13-Jul-95,GBR,2,"Olympic Stadium, London (GBR)",20-Jul-19,1224
10,9.96,0.4,Yohan BLAKE,26-Dec-89,JAM,1,Kingston (JAM),21-Jun-19,1220
10,9.96,1.7,Aaron BROWN,27-May-92,CAN,1sf3,Montreal (CAN),26-Jul-19,1220
10,9.96,1.6,Raymond EKEVWO,23-Mar-99,NGR,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",27-Aug-19,1220
13,9.97,0.9,Reece PRESCOD,29-Feb-96,GBR,4,"Shanghai Stadium, Shanghai (CHN)",18-May-19,1217
13,9.97,0.8,Abdul Hakim SANI BROWN,6-Mar-99,JPN,3,"Austin, TX (USA)",7-Jun-19,1217
13,9.97,1.6,Michael RODGERS,24-Apr-85,USA,1,"Estadio Vallehermoso, Madrid (ESP)",25-Aug-19,1217
16,9.98,1,Roberto SKYERS,12-Nov-91,CUB,1f1,Camagüey (CUB),22-Feb-19,1213
16,9.98,1.3,Mario BURKE,18-Mar-97,BAR,1sf2,"Austin, TX (USA)",5-Jun-19,1213
16,9.98,0.5,Yuki KOIKE,13-May-95,JPN,4,"Olympic Stadium, London (GBR)",20-Jul-19,1213
19,9.99,1.8,Isiah YOUNG,5-Jan-90,USA,1f1,"Montverde, FL (USA)",6-Jul-19,1210
20,10,0.4,Tyquendo TRACEY,10-Jun-93,JAM,2,Kingston (JAM),21-Jun-19,1206
21,10.01,1.7,Yoshihide KIRYU,15-Dec-95,JPN,2,"Nagai Stadium, Osaka (JPN)",19-May-19,1203
21,10.01,1.3,Devin QUINN,8-Jun-96,USA,2sf2,"Austin, TX (USA)",5-Jun-19,1203
21,10.01,1.3,Joseph Paul AMOAH,12-Jan-97,GHA,2sf2,"Austin, TX (USA)",5-Jun-19,1203
21,10.01,0.9,Zhenye XIE,17-Aug-93,CHN,2,"Bislett Stadion, Oslo (NOR)",13-Jun-19,1203
21,10.01,1.1,Waseem WILLIAMS,8-Jan-97,JAM,1,Queretaro (MEX),5-Jul-19,1203
21,10.01,1.1,Samson COLEBROOKE,10-May-97,BAH,2,Queretaro (MEX),5-Jul-19,1203
21,10.01,1.8,Emmanuel MATADI,15-Apr-91,LBR,2f1,"Montverde, FL (USA)",6-Jul-19,1203
28,10.02,1.5,Paulo André CAMILO DE OLIVEIRA,20-Aug-98,BRA,1f1,"Azusa, CA (USA)",19-Apr-19,1199
28,10.02,1.9,Kemar HYMAN,11-Oct-89,CAY,1f2,Windsor (CAN),18-May-19,1199
28,10.02,1.9,Asafa POWELL,23-Nov-82,JAM,2,Leverkusen (GER),24-Jul-19,1199
28,10.02,1.4,Jimmy VICAUT,27-Feb-92,FRA,1h1,St-Etienne (FRA),26-Jul-19,1199
28,10.02,1.6,Usheoritse ITSEKIRI,31-Jan-98,NGR,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",27-Aug-19,1199
33,10.03,1.2,Demek KEMP,26-Apr-96,USA,1f1,"Columbia, SC (USA)",13-Apr-19,1196
33,10.03,1.7,Lalu Muhammad ZOHRI,1-Jul-00,INA,3,"Nagai Stadium, Osaka (JPN)",19-May-19,1196
33,10.03,1.7,Lamont Marcell JACOBS,26-Sep-94,ITA,1f2,Padova (ITA),16-Jul-19,1196
33,10.03,-0.3,Hassan TAFTIAN,4-May-93,IRI,1f1,"Stade Charléty, Paris (FRA)",24-Aug-19,1197
37,10.04,2,Reynier MENA,21-Nov-96,CUB,2h1,Camagüey (CUB),22-Feb-19,1193
37,10.04,0.5,Adam GEMILI,6-Oct-93,GBR,6,"Olympic Stadium, London (GBR)",20-Jul-19,1193
39,10.05,0.5,Simon MAGAKWE,14-May-86,RSA,1,Germiston (RSA),25-Apr-19,1189
39,10.05,1.2,Rodney ROWE,17-Mar-97,USA,1,"Greensboro, NC (USA)",4-May-19,1189
39,10.05,0.9,Bingtian SU,29-Aug-89,CHN,5,"Shanghai Stadium, Shanghai (CHN)",18-May-19,1189
39,10.05,1.3,Davon DEMOSS,,USA,4sf2,"Austin, TX (USA)",5-Jun-19,1189
39,10.05,1.8,Christopher BELCHER,29-Jan-94,USA,3f1,"Montverde, FL (USA)",6-Jul-19,1189
44,10.06,0.8,Andre EWERS,7-Jun-95,JAM,1,"Charlottesville, VA (USA)",11-May-19,1186
44,10.06,0.8,Bryand RINCHER,10-Sep-98,USA,5,"Austin, TX (USA)",7-Jun-19,1186
46,10.07,0.1,Cejhae GREENE,6-Oct-95,ANT,1f1,La Chaux-de-Fonds (SUI),30-Jun-19,1182
46,10.07,1.6,Vitor Hugo DOS SANTOS,1-Feb-96,BRA,1h2,"CNDA, Bragança Paulista (BRA)",29-Aug-19,1182
46,10.07,0.6,Filippo TORTU,15-Jun-98,ITA,7f,"Khalifa International Stadium, Doha (QAT)",28-Sep-19,1182
49,10.08,2,Rohan BROWNING,31-Dec-97,AUS,2f1,Brisbane (AUS),23-Mar-19,1179
49,10.08,1.8,Mustaqeem WILLIAMS,24-Aug-95,USA,3,"Fayetteville, AR (USA)",11-May-19,1179
49,10.08,0.1,Alex WILSON,19-Sep-90,SUI,2f1,La Chaux-de-Fonds (SUI),30-Jun-19,1179
49,10.08,0.9,Thando DLODLO,22-Apr-99,RSA,1,Trieste (ITA),6-Jul-19,1179
49,10.08,1.9,Ojie EDOBURUN,2-Jun-96,GBR,3,Leverkusen (GER),24-Jul-19,1179
54,10.09,1.5,Raheem CHAMBERS,6-Oct-97,JAM,1h3,"Charlottesville, VA (USA)",10-May-19,1176
54,10.09,1.3,McKinley WEST,,USA,5sf2,"Austin, TX (USA)",5-Jun-19,1176
54,10.09,1.7,Jeff DEMPS,8-Jan-90,USA,1f1,"Carl Lewis TF and Soccer Complex, Houston, TX (USA)",12-Jul-19,1176
57,10.1,0.3,Kendal WILLIAMS,23-Sep-95,USA,2f1,"Clermont, FL (USA)",5-May-19,1172
57,10.1,0.4,Rasheed DWYER,29-Jan-89,JAM,3,Kingston (JAM),21-Jun-19,1172
57,10.1,1.1,Ameer WEBB,19-Mar-91,USA,1,"Phoenix, AZ (USA)",10-Jul-19,1172
57,10.1,0,Rodrigo DO NASCIMENTO,26-Sep-94,BRA,1,São Paulo (BRA),18-Aug-19,1172
61,10.11,1.8,Keitavious WALTER,16-Apr-96,USA,4,"Fayetteville, AR (USA)",11-May-19,1169
61,10.11,1.7,Ryota YAMAGATA,10-Jun-92,JPN,5,"Nagai Stadium, Osaka (JPN)",19-May-19,1169
61,10.11,1.7,Seye OGUNLEWE,30-Aug-91,NGR,3f1,Rehlingen (GER),9-Jun-19,1169
61,10.11,1,Harry AIKINES-ARYEETEY,29-Aug-88,GBR,1sr,Berlin (GER),22-Jun-19,1169
61,10.11,0.5,Matthew BOLING,20-Jun-00,USA,1,San José (CRC),19-Jul-19,1169
61,10.11,0.2,Nethaneel MITCHELL-BLAKE,2-Apr-94,GBR,1f2,Bellinzona (SUI),1-Sep-19,1169
67,10.12,1.8,Jaron FLOURNOY,24-Nov-96,USA,5,"Fayetteville, AR (USA)",11-May-19,1165
67,10.12,1.7,Shuhei TADA,24-Jun-96,JPN,6,"Nagai Stadium, Osaka (JPN)",19-May-19,1165
67,10.12,1.7,Cameron BURRELL,11-Sep-94,USA,7,"Nagai Stadium, Osaka (JPN)",19-May-19,1165
67,10.12,0.9,Damian WARNER,4-Nov-89,CAN,1ce6,"Mösle-Stadium, Götzis (AUT)",25-May-19,1165
67,10.12,1,Ryuichiro SAKAI,14-Mar-98,JPN,1sf1,Hiratsuka (JPN),8-Jun-19,1165
67,10.12,0.7,Enoch ADEGOKE,8-Mar-00,NGR,1f1,Lagos (NGR),15-Jun-19,1165
67,10.12,-0.3,Kukyoung KIM,19-Apr-91,KOR,1sf1,Jeongseon (KOR),25-Jun-19,1166
67,10.12,0.1,Taymir BURNET,1-Oct-92,NED,3f1,La Chaux-de-Fonds (SUI),30-Jun-19,1165
67,10.12,0.7,Zhouzheng XU,26-Dec-95,CHN,1h2,La Chaux-de-Fonds (SUI),30-Jun-19,1165
67,10.12,1.7,Mouhamadou FALL,25-Feb-92,FRA,1h2,St-Etienne (FRA),26-Jul-19,1165
77,10.13,1.4,Oblique SEVILLE,16-Mar-01,JAM,1,Kingston (JAM),29-Mar-19,1162
77,10.13,0.8,Andrew HUDSON,14-Dec-96,USA,2f4,"Waco, TX (USA)",20-Apr-19,1162
77,10.13,0.6,Chijindu UJAH,5-Mar-94,GBR,2,"Blankers-Koen Stadion, Hengelo (NED)",9-Jun-19,1162
77,10.13,0.4,Senoj-Jay GIVANS,30-Dec-93,JAM,4,Kingston (JAM),21-Jun-19,1162
77,10.13,1.9,Julian REUS,29-Apr-88,GER,4,Leverkusen (GER),24-Jul-19,1162
77,10.13,1.6,Aldemir JUNIOR,8-Jun-92,BRA,2h2,"CNDA, Bragança Paulista (BRA)",29-Aug-19,1162
83,10.14,1.9,Yenns R. FERNÁNDEZ,4-Jan-01,CUB,2f1,La Habana (CUB),7-Jun-19,1159
83,10.14,0.8,Jak Ali HARVEY,4-May-89,TUR,1,Antalya (TUR),16-Sep-19,1159
85,10.15,0.1,Emile ERASMUS,3-Apr-92,RSA,2f3,Bloemfontein (RSA),13-Apr-19,1155
85,10.15,1.2,Andrew FISHER,15-Dec-91,BRN,1h1,Doha (QAT),21-Apr-19,1155
85,10.15,1.5,Nick GRAY,2-Jun-97,USA,2,"Iowa City, IA (USA)",12-May-19,1155
85,10.15,1.9,Mosito LEHATA,8-Apr-89,LES,3f1,La Habana (CUB),7-Jun-19,1155
85,10.15,0.9,Kemar BAILEY-COLE,10-Jan-92,JAM,4f1,Kingston (JAM),8-Jun-19,1155
90,10.16,2,Emmanuel YEBOAH,10-Aug-97,GHA,1f1,"Lubbock, TX (USA)",4-May-19,1152
90,10.16,2,Ramil GULIYEV,29-May-90,TUR,1,Castellón (ESP),25-May-19,1152
90,10.16,1.7,Joshua HARTMANN,9-Jun-99,GER,1h11,Weinheim (GER),25-May-19,1152
90,10.16,1.9,Harlyn PÉREZ,2-Jun-95,CUB,4f1,La Habana (CUB),7-Jun-19,1152
90,10.16,2,Joris VAN GOOL,4-Apr-98,NED,1f2,La Chaux-de-Fonds (SUI),30-Jun-19,1152
90,10.16,0.2,Gavin SMELLIE,26-Jun-86,CAN,1,Toronto (CAN),13-Jul-19,1152
90,10.16,1.6,Jan VELEBA,6-Dec-86,CZE,1,Brno (CZE),26-Jul-19,1152
97,10.17,2,Zhiqiang WU,10-Apr-94,CHN,1,Chongqing (CHN),7-Jun-19,1148
97,10.17,0.7,Kyree KING,9-Jul-94,USA,2f1,"Montverde, FL (USA)",8-Jun-19,1148
97,10.17,0.6,Julian FORTE,7-Jan-93,JAM,3sf2,Kingston (JAM),21-Jun-19,1148
97,10.17,1.1,Jerod ELCOCK,30-Jul-98,TTO,5,Queretaro (MEX),5-Jul-19,1148
1,9.79,-0.3,Christian COLEMAN,6-Mar-96,USA,1,"Boudewijnstadion, Bruxelles (BEL)",31-Aug-18,1281
2,9.87,-0.1,Ronnie BAKER,15-Oct-93,USA,1,"Stadion Śląski, Chorzów (POL)",22-Aug-18,1252
3,9.88,1.1,Noah LYLES,18-Jul-97,USA,1,"Drake Stadium, Des Moines, IA (USA)",22-Jun-18,1248
4,9.89,1.4,Michael RODGERS,24-Apr-85,USA,1h3,"Drake Stadium, Des Moines, IA (USA)",21-Jun-18,1245
5,9.91,0.4,Zharnel HUGHES,13-Jul-95,GBR,1f1,Kingston (JAM),9-Jun-18,1238
5,9.91,0.2,Bingtian SU,29-Aug-89,CHN,1,"Moratalaz, Madrid (ESP)",22-Jun-18,1238
5,9.91,0.8,Jimmy VICAUT,27-Feb-92,FRA,2,"Stade Charléty, Paris (FRA)",30-Jun-18,1238
8,9.92,0.7,Isiah YOUNG,5-Jan-90,USA,1f1,"Montverde, FL (USA)",9-Jun-18,1234
9,9.93,1.4,Cameron BURRELL,11-Sep-94,USA,2h3,"Drake Stadium, Des Moines, IA (USA)",21-Jun-18,1231
9,9.93,0.2,Akani SIMBINE,21-Sep-93,RSA,2h2,"Olympic Stadium, London (GBR)",21-Jul-18,1231
11,9.94,-0.2,Arthur CISSÉ,29-Dec-96,CIV,1,Leverkusen (GER),16-Jun-18,1228
11,9.94,-0.5,Reece PRESCOD,29-Feb-96,GBR,2,"Alexander Stadium, Birmingham (GBR)",18-Aug-18,1230
11,9.94,-0.3,Yohan BLAKE,26-Dec-89,JAM,3,"Boudewijnstadion, Bruxelles (BEL)",31-Aug-18,1228
14,9.96,0.2,Tyquendo TRACEY,10-Jun-93,JAM,4h2,"Olympic Stadium, London (GBR)",21-Jul-18,1220
15,9.97,0.9,Jaylen BACON,5-Aug-96,USA,1qf3,"Sacramento, CA (USA)",25-May-18,1217
15,9.97,0.9,Zhenye XIE,17-Aug-93,CHN,1f1,Montreuil (FRA),19-Jun-18,1217
15,9.97,1.7,Barakat AL HARTHI,15-Jun-88,OMA,1,Amman (JOR),9-Jul-18,1217
