"species","full_name","sex","tail","tarsus","wing","nares_to_tip","gape","mass"
"rble","red-billed leiothrix","u",54,24,64,NA,NA,23
"rble","red-billed leiothrix","u",54,23,63,NA,NA,21
"rble","red-billed leiothrix","u",62,24.7,72,NA,NA,23
"rble","red-billed leiothrix","u",55,24.6,67,NA,NA,22
"rble","red-billed leiothrix","u",53,23.3,66,NA,NA,21
"rble","red-billed leiothrix","u",55,22.5,61,NA,NA,21
"jawe","Japanese white-eye","u",46,16.6,59,NA,NA,10
"jawe","Japanese white-eye","u",43,17.4,58,NA,NA,11
"rble","red-billed leiothrix","u",55,23.9,68,NA,NA,24
"rble","red-billed leiothrix","u",62,24,72,NA,NA,23
"rble","red-billed leiothrix","u",55,23.6,67,NA,NA,22
"rble","red-billed leiothrix","u",55,23,67,NA,NA,21
"rble","red-billed leiothrix","u",60,24.3,67,NA,NA,22
"rble","red-billed leiothrix","u",55,22,69,NA,NA,24
"rble","red-billed leiothrix","u",56,24.1,67,NA,NA,25
"rble","red-billed leiothrix","u",60,24.8,68,NA,NA,25
"rble","red-billed leiothrix","u",54,22.7,67,NA,NA,NA
"rble","red-billed leiothrix","u",55,24.6,67,NA,NA,22
"rble","red-billed leiothrix","u",51,23.1,63,NA,NA,23
"rble","red-billed leiothrix","u",57,22.3,69,NA,NA,21
"rble","red-billed leiothrix","u",55,22.5,63,NA,NA,24
"jawe","Japanese white-eye","u",44,17.3,60,NA,NA,10.5
"jawe","Japanese white-eye","u",42,16.9,60,NA,NA,12
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,24
"rwbu","red-whiskered bulbul","u",79,20.8,79,NA,NA,26
"wrsh","white-rumped shama","f",105,22.4,82,10.8,13,26
"rwbu","red-whiskered bulbul","u",79.5,20,79,NA,NA,27
"jawe","Japanese white-eye","u",44,17,59,NA,NA,11.5
"jawe","Japanese white-eye","u",44,16.8,61,NA,NA,11.5
"jawe","Japanese white-eye","u",43,16.7,59,NA,NA,5.5
"jawe","Japanese white-eye","u",43,17.6,61,NA,NA,12.5
"jawe","Japanese white-eye","u",44,17.7,60,NA,NA,14
"jawe","Japanese white-eye","u",43,16.9,59,NA,NA,12.5
"rble","red-billed leiothrix","u",54,23.4,62,NA,NA,21.5
"jawe","Japanese white-eye","u",40,16.5,58,NA,NA,11
"rble","red-billed leiothrix","u",58,23.2,71.5,NA,NA,25
"rble","red-billed leiothrix","u",57,24.4,69,NA,NA,25
"rble","red-billed leiothrix","u",55,22.9,66,NA,NA,24
"rble","red-billed leiothrix","u",53,24.9,66,NA,NA,25
"rble","red-billed leiothrix","u",54,25.3,67,NA,NA,22
"rble","red-billed leiothrix","u",55,25.2,68,NA,NA,24
"rwbu","red-whiskered bulbul","u",80,20,81,NA,NA,29
"rble","red-billed leiothrix","u",57,23,69,NA,NA,29
"rble","red-billed leiothrix","u",57,24.4,68,NA,NA,21
"rble","red-billed leiothrix","u",56,23.1,65,NA,NA,21
"wrsh","white-rumped shama","m",158,26.4,94,NA,NA,35
"rble","red-billed leiothrix","u",55,24.6,61,NA,NA,23
"rble","red-billed leiothrix","u",52,22.2,63,NA,NA,21
"rble","red-billed leiothrix","u",55,23.1,69,NA,NA,28
"rble","red-billed leiothrix","u",54,24,67,NA,NA,21
"rble","red-billed leiothrix","u",58,24.6,68,NA,NA,23
"rwbu","red-whiskered bulbul","u",87,19,84,NA,NA,28.5
"rwbu","red-whiskered bulbul","u",76,19.5,78,NA,NA,28
"rwbu","red-whiskered bulbul","u",78,19,80,NA,NA,29
"rwbu","red-whiskered bulbul","u",85,18.5,83,NA,NA,30
"rvbu","red-vented bulbul","u",92.5,21.4,91,9.1,13.1,NA
"rble","red-billed leiothrix","u",57,22.7,69,NA,NA,5
"rble","red-billed leiothrix","u",52,23.3,63,NA,NA,20
"wrsh","white-rumped shama","m",129,27.9,88,NA,NA,33
"rble","red-billed leiothrix","u",54,24.3,65,7,10.2,22
"rble","red-billed leiothrix","u",54,23.9,64,NA,NA,20
"jawe","Japanese white-eye","m",43,17.4,69,NA,NA,11
"jawe","Japanese white-eye","m",45,16.6,58,NA,NA,12
"jawe","Japanese white-eye","m",44,16.45,58,NA,NA,10
"jawe","Japanese white-eye","m",43,16.8,59,NA,NA,12
"jawe","Japanese white-eye","m",42,17.2,58,NA,NA,11
"jawe","Japanese white-eye","u",43,17.3,59,NA,NA,17
"jawe","Japanese white-eye","u",NA,NA,NA,NA,NA,13
"jawe","Japanese white-eye","u",42,18,57.5,NA,NA,13
"jawe","Japanese white-eye","u",43,17.6,60,7.8,7.2,11
"rwbu","red-whiskered bulbul","u",78,19.4,76,NA,NA,25
"rvbu","red-vented bulbul","u",96,22.6,102,NA,12.3,40.5
"jawe","Japanese white-eye","u",41,17.65,60,NA,NA,11
"rwbu","red-whiskered bulbul","u",71,20,76,9,10,24
"rwbu","red-whiskered bulbul","u",77,18.4,78,NA,NA,27
"rble","red-billed leiothrix","u",53,24.2,65,NA,NA,23
"jawe","Japanese white-eye","u",41,17.8,57,NA,NA,10
"jawe","Japanese white-eye","u",41,18.3,59,NA,NA,12
"jawe","Japanese white-eye","u",41,18.1,57,NA,NA,12.5
"jawe","Japanese white-eye","u",42,16.5,57,NA,NA,11
"rwbu","red-whiskered bulbul","u",79,19.2,79,NA,NA,27
"rwbu","red-whiskered bulbul","u",78,18.7,80,NA,NA,27
"rwbu","red-whiskered bulbul","u",79,19.6,82,NA,NA,27
"rwbu","red-whiskered bulbul","u",79,19.7,77,NA,NA,30
"jawe","Japanese white-eye","u",42,NA,60,NA,NA,12
"jawe","Japanese white-eye","u",43,18.5,59,NA,NA,11
"wrsh","white-rumped shama","m",111,22.6,86,NA,NA,25
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,22
"rble","red-billed leiothrix","u",56,22.9,68,8.2,9.1,23
"rble","red-billed leiothrix","u",57,NA,67,NA,NA,23
"rwbu","red-whiskered bulbul","u",83,21.1,84,NA,NA,26.5
"rble","red-billed leiothrix","u",55,23.5,65,NA,NA,23
"rble","red-billed leiothrix","u",54,24,67,NA,NA,23
"rwbu","red-whiskered bulbul","u",82,19.9,79,NA,NA,26
"rwbu","red-whiskered bulbul","u",84,20.4,82,NA,NA,25
"rwbu","red-whiskered bulbul","u",78,20.4,79,NA,NA,29.5
"wrsh","white-rumped shama","u",110,26.1,86,NA,NA,26
"rwbu","red-whiskered bulbul","u",74,21.1,76,8.6,11,24.5
"jawe","Japanese white-eye","u",42,17.6,60,NA,NA,13
"jawe","Japanese white-eye","u",43,16.7,57,NA,NA,11
"jawe","Japanese white-eye","u",41,17.4,58,NA,NA,12
"rble","red-billed leiothrix","u",58,24.5,70.5,NA,NA,22
"rwbu","red-whiskered bulbul","u",74,20.4,79,NA,NA,29
"jawe","Japanese white-eye","u",46,17,60,NA,NA,11.5
"jawe","Japanese white-eye","u",42,17.7,59,NA,NA,12
"jawe","Japanese white-eye","u",40,16.6,57,NA,NA,12
"jawe","Japanese white-eye","u",42,17.55,58,NA,NA,11
"rble","red-billed leiothrix","u",52,24.2,62,NA,NA,22
"rble","red-billed leiothrix","u",52,23.5,65,NA,NA,23
"rble","red-billed leiothrix","u",54,20.9,65,NA,NA,20
"rble","red-billed leiothrix","u",56,24.4,65,NA,NA,23
"rble","red-billed leiothrix","u",57,22.3,68,NA,NA,22
"rble","red-billed leiothrix","u",59,24.6,66.5,NA,NA,23.5
"rwbu","red-whiskered bulbul","u",78,20.8,83,NA,NA,23.5
"rwbu","red-whiskered bulbul","u",75,19.8,78,NA,NA,32
"rwbu","red-whiskered bulbul","u",71,19.5,77,NA,NA,26.5
"rwbu","red-whiskered bulbul","u",80,20.1,79,NA,NA,27.5
"jawe","Japanese white-eye","u",38.5,17,59,NA,NA,NA
"jawe","Japanese white-eye","u",41,17.6,61,NA,NA,12
"jawe","Japanese white-eye","u",41,15.5,58,NA,NA,7
"jawe","Japanese white-eye","u",42,17.2,61,NA,NA,15
"jawe","Japanese white-eye","u",41,16.9,58,NA,NA,10
"jawe","Japanese white-eye","u",42,17.2,57,NA,NA,10
"jawe","Japanese white-eye","u",43,17.4,59,NA,NA,12
"rwbu","red-whiskered bulbul","u",74,21.1,77,NA,NA,25
"rwbu","red-whiskered bulbul","u",81,21,82,NA,NA,27
"rwbu","red-whiskered bulbul","u",83,21.2,82,NA,NA,26
"rble","red-billed leiothrix","u",55,25.6,68.5,NA,NA,21
"rwbu","red-whiskered bulbul","u",80,19.9,80,NA,NA,27
"jawe","Japanese white-eye","u",44,17.9,60,NA,NA,12
"jawe","Japanese white-eye","u",40,17.8,59,NA,NA,10
"jawe","Japanese white-eye","u",41,18.5,58,NA,NA,12
"jawe","Japanese white-eye","u",40.5,17.5,56,NA,NA,11
"jawe","Japanese white-eye","u",46,17.5,59,NA,NA,11
"rble","red-billed leiothrix","u",53,23.6,66,NA,NA,24.5
"rble","red-billed leiothrix","u",52,23.9,62,NA,NA,21
"rble","red-billed leiothrix","u",50,24.5,66,NA,NA,22
"rwbu","red-whiskered bulbul","u",83,19.3,81.5,NA,NA,32
"rwbu","red-whiskered bulbul","u",NA,19,79.5,NA,NA,29
"jawe","Japanese white-eye","u",43,17.8,60,NA,NA,12
"jawe","Japanese white-eye","u",39,18,59,NA,NA,11.5
"rble","red-billed leiothrix","u",56,23.9,67,NA,NA,22.5
"rble","red-billed leiothrix","u",51,24.7,64,7.3,NA,20.5
"rble","red-billed leiothrix","u",55,24.8,66,NA,NA,21
"rwbu","red-whiskered bulbul","u",85,20.5,85,NA,NA,28.5
"jawe","Japanese white-eye","u",41,18.3,59,NA,NA,10.5
"jawe","Japanese white-eye","u",40,18.2,59,NA,NA,12.5
"rble","red-billed leiothrix","u",53,24,63,NA,NA,25
"rble","red-billed leiothrix","u",55,23.5,65,NA,NA,21
"rble","red-billed leiothrix","u",57,24.2,70,NA,NA,24
"rble","red-billed leiothrix","u",57,22,60,NA,NA,NA
"rble","red-billed leiothrix","u",56,23,69,NA,NA,NA
"rble","red-billed leiothrix","u",52,23.1,NA,NA,NA,16
"wrsh","white-rumped shama","u",116,25.6,89,NA,NA,30
"rble","red-billed leiothrix","u",54,24.3,72,NA,NA,22
"jawe","Japanese white-eye","m",43,18,61,NA,NA,11.5
"jawe","Japanese white-eye","m",40,17.8,57,NA,NA,11
"wrsh","white-rumped shama","m",121,27.1,89,NA,NA,39
"rwbu","red-whiskered bulbul","u",84,20.1,83,NA,NA,24
"rble","red-billed leiothrix","u",54,23.4,63,NA,NA,20
"rble","red-billed leiothrix","u",56,23.2,69,NA,NA,21.5
"rble","red-billed leiothrix","u",55,24.6,68.5,NA,NA,23.5
"rble","red-billed leiothrix","u",51,23.8,64,NA,NA,21.5
"rble","red-billed leiothrix","u",55,23.8,67,NA,NA,20
"wrsh","white-rumped shama","f",104,23,86,NA,NA,31.5
"rble","red-billed leiothrix","u",54,23.2,65,NA,NA,20.5
"rble","red-billed leiothrix","m",54,23.6,66,NA,NA,21.5
"rwbu","red-whiskered bulbul","u",73,19.8,76,NA,NA,23.5
"rwbu","red-whiskered bulbul","u",78,19.1,80.5,NA,NA,22
"rble","red-billed leiothrix","u",54,23.7,70,NA,NA,24.5
"wrsh","white-rumped shama","f",114,24,86,NA,NA,29
"rble","red-billed leiothrix","u",52,24.8,63,NA,NA,24.5
"jawe","Japanese white-eye","u",39,17.5,58,NA,NA,9.5
"jawe","Japanese white-eye","m",41,15.9,57,NA,NA,9
"jawe","Japanese white-eye","u",42,18.4,58,NA,NA,10
"jawe","Japanese white-eye","u",42,17.4,56,NA,NA,11
"rvbu","red-vented bulbul","u",88,23.5,95,9.9,NA,35
"jawe","Japanese white-eye","u",42,17.3,58,NA,NA,NA
"wrsh","white-rumped shama","m",136,26.6,88,NA,NA,36
"rble","red-billed leiothrix","u",55,23.6,65,NA,NA,23
"wrsh","white-rumped shama","m",127,26.2,91,NA,NA,30
"rble","red-billed leiothrix","u",53,22.4,65.5,NA,NA,20.5
"jawe","Japanese white-eye","u",41,17.7,NA,NA,NA,11
"wrsh","white-rumped shama","f",99,24.3,85,NA,NA,35
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,20.5
"rble","red-billed leiothrix","u",52,23.7,66,NA,NA,21
"rble","red-billed leiothrix","u",53,22.8,65,NA,NA,21.5
"rble","red-billed leiothrix","u",58,25.4,68,NA,NA,20.5
"rble","red-billed leiothrix","u",54,24.5,66,NA,NA,20.5
"jawe","Japanese white-eye","u",42,18.2,57,NA,NA,10
"rble","red-billed leiothrix","u",55,23.1,68,NA,NA,7.5
"wrsh","white-rumped shama","f",112,24.2,90,NA,NA,29.5
"rble","red-billed leiothrix","u",55,23.6,65,NA,NA,19
"rble","red-billed leiothrix","u",57,23.4,68,NA,NA,17
"rble","red-billed leiothrix","u",55,21.6,69,NA,NA,22
"jawe","Japanese white-eye","m",40,17.5,56,NA,NA,10.5
"wrsh","white-rumped shama","f",100,23.2,85,10.6,12.5,28
"rble","red-billed leiothrix","u",52,25,63,NA,NA,23.5
"rble","red-billed leiothrix","u",58,23.7,69,NA,NA,20
"wrsh","white-rumped shama","m",125,25.1,91,NA,NA,34.5
"jawe","Japanese white-eye","u",40,18,59,NA,NA,10
"jawe","Japanese white-eye","u",41,17.5,59,NA,NA,9.5
"jawe","Japanese white-eye","u",45,17.1,57,NA,NA,9.5
"jawe","Japanese white-eye","u",45,18.7,56,NA,NA,10
"jawe","Japanese white-eye","u",40,18,56,NA,NA,12.5
"jawe","Japanese white-eye","u",42,17.9,59,NA,NA,10
"rble","red-billed leiothrix",NA,57,24.6,68,NA,NA,NA
"rble","red-billed leiothrix",NA,57,24.2,65,NA,NA,22
"jawe","Japanese white-eye",NA,40,17.5,60,NA,NA,12
"rwbu","red-whiskered bulbul","u",76,20.9,75,NA,NA,25.5
"rvbu","red-vented bulbul","u",90,25.3,95,10.9,14,44
"rvbu","red-vented bulbul","u",99,25.1,98,NA,13.6,34.5
"jawe","Japanese white-eye","u",40,17.2,57,NA,NA,9.5
"rble","red-billed leiothrix","u",54,24.1,66,NA,NA,21.5
"jawe","Japanese white-eye","u",39,17.6,59,NA,NA,10.5
"rwbu","red-whiskered bulbul","u",74,19.6,78,NA,NA,26
"rble","red-billed leiothrix","u",52,24.2,67,NA,NA,24
"rvbu","red-vented bulbul","u",88,23.5,94,NA,NA,37
"jawe","Japanese white-eye","u",41,17.5,57,NA,NA,10
"rble","red-billed leiothrix","u",55,24.8,65,NA,NA,21
"jawe","Japanese white-eye","u",41,17.9,58,NA,NA,9
"rble","red-billed leiothrix","m",55,24.7,67,NA,NA,24
"rble","red-billed leiothrix","u",55,22.3,67,NA,NA,18
"rble","red-billed leiothrix","u",53,23,65,NA,NA,21
"jawe","Japanese white-eye","u",41,18,57,NA,NA,10.5
"rble","red-billed leiothrix","u",57,23.7,69,NA,NA,15.5
"rble","red-billed leiothrix","u",55,23.2,67,NA,NA,19
"jawe","Japanese white-eye","u",42,17.7,59,NA,NA,9.5
"jawe","Japanese white-eye","u",40,17.9,54,NA,NA,11
"jawe","Japanese white-eye","u",43,18.1,60,NA,NA,NA
"jawe","Japanese white-eye","u",38,17.2,58,NA,NA,11.5
"jawe","Japanese white-eye","u",41,17.5,60,NA,NA,11.5
"jawe","Japanese white-eye","u",43,17.4,58,NA,NA,10.5
"jawe","Japanese white-eye","m",40,16.9,60,NA,NA,9
"jawe","Japanese white-eye","m",42,17.1,59,NA,NA,11.5
"wrsh","white-rumped shama","f",104,24.3,83,NA,NA,24
"rble","red-billed leiothrix","u",NA,25.2,68,NA,NA,24
"rwbu","red-whiskered bulbul","f",81,19.7,79,NA,NA,27
"rwbu","red-whiskered bulbul","u",82,19.8,63,9.7,11.4,28
"rble","red-billed leiothrix","f",57,23.5,68,NA,NA,19
"jawe","Japanese white-eye","m",41,17.5,58,NA,NA,10
"jawe","Japanese white-eye","f",41,17.6,57,NA,NA,12
"jawe","Japanese white-eye","u",37,18.1,56,NA,NA,9
"jawe","Japanese white-eye","u",39,17.1,59,NA,NA,10
"rble","red-billed leiothrix",NA,53,23.7,66,NA,NA,19
"rble","red-billed leiothrix","u",56,24.6,67,NA,NA,23
"rble","red-billed leiothrix","u",56,23.6,65,NA,NA,20
"wrsh","white-rumped shama","m",126,24,92,12,13.3,31.5
"rble","red-billed leiothrix","u",55,23.6,67,NA,NA,22
"jawe","Japanese white-eye","u",40,17.5,56,NA,NA,10
"rble","red-billed leiothrix","f",55,23.7,66,NA,NA,20
"rwbu","red-whiskered bulbul","u",77,19.6,79,9.8,12.9,27.5
"rble","red-billed leiothrix","u",56,23.3,65,NA,NA,20.5
"wrsh","white-rumped shama","f",103,24.1,86,NA,NA,26
"rwbu","red-whiskered bulbul","f",NA,NA,NA,NA,NA,NA
"rble","red-billed leiothrix","u",54,23.1,64,NA,NA,16.5
"rwbu","red-whiskered bulbul","u",78,18.6,82,NA,NA,26
"rwbu","red-whiskered bulbul","u",78,18.7,78,NA,NA,27
"rvbu","red-vented bulbul","u",87,22.6,93,NA,NA,36.5
"jawe","Japanese white-eye","m",43,17.8,58,NA,NA,11.5
"jawe","Japanese white-eye","u",42,17.6,58,NA,NA,11
"rwbu","red-whiskered bulbul","u",77,19.7,80,NA,NA,27
"rble","red-billed leiothrix","u",55,24.2,67,NA,NA,21.5
"jawe","Japanese white-eye","u",42,18.3,58,NA,NA,8
"rble","red-billed leiothrix","u",54,24.4,65,NA,NA,21.5
"rble","red-billed leiothrix","u",57,25.1,67,NA,NA,21.5
"rble","red-billed leiothrix","u",54,22.4,63,NA,NA,23
"rwbu","red-whiskered bulbul","u",81,19.9,79,NA,NA,28.5
"rble","red-billed leiothrix","u",56,23.1,65,NA,NA,17
"rwbu","red-whiskered bulbul","u",88,21.5,86,NA,NA,30
"rble","red-billed leiothrix","u",54,22.7,65,NA,NA,22
"rble","red-billed leiothrix","u",55,22.6,64,NA,NA,22
"rble","red-billed leiothrix","u",54,24.6,63,NA,NA,21.5
"rble","red-billed leiothrix","u",54,24.8,66,NA,NA,20
"rble","red-billed leiothrix","u",55,24.1,67,NA,NA,22
"rble","red-billed leiothrix","u",68,23.5,54,NA,NA,20.5
"jawe","Japanese white-eye","u",41,17.6,60,NA,NA,12
"jawe","Japanese white-eye","u",40.5,17.7,56,NA,NA,13
"jawe","Japanese white-eye","u",NA,16.7,55,NA,NA,9.5
"jawe","Japanese white-eye","u",41,18,58,NA,NA,10.5
"jawe","Japanese white-eye","u",37,17.7,54,NA,NA,10
"jawe","Japanese white-eye","u",41,18,58,NA,NA,11
"rble","red-billed leiothrix","m",59,24.4,70,NA,NA,20
"jawe","Japanese white-eye","u",41,17.7,59,NA,NA,10.5
"jawe","Japanese white-eye","m",43,17.8,59,NA,NA,11
"rble","red-billed leiothrix","u",54,23,63,NA,NA,19
"wrsh","white-rumped shama","m",157,26.4,94,NA,NA,33
"jawe","Japanese white-eye","u",42,17.9,58,NA,NA,10
"rble","red-billed leiothrix","f",NA,NA,NA,NA,NA,23
"rble","red-billed leiothrix","f",55,24.6,67,NA,NA,22
"rble","red-billed leiothrix","u",60,24.6,69,NA,NA,21
"wrsh","white-rumped shama","m",144,25.9,97,NA,NA,31
"rble","red-billed leiothrix","u",60,25,70,NA,NA,16
"rble","red-billed leiothrix","u",55,25,67,NA,NA,22
"rwbu","red-whiskered bulbul","u",NA,NA,NA,NA,NA,27
"rble","red-billed leiothrix","u",59,24,66,NA,NA,19
"rwbu","red-whiskered bulbul","u",80,NA,80,NA,NA,29
"rwbu","red-whiskered bulbul","u",70,21.3,81,NA,NA,28
"jawe","Japanese white-eye","u",42,17.3,59,NA,NA,11.2
"rble","red-billed leiothrix","u",55.5,23.7,65,NA,NA,22
"jawe","Japanese white-eye","u",41,17.5,56,NA,NA,12.5
"rble","red-billed leiothrix","u",61,24.3,70,NA,NA,21
"rvbu","red-vented bulbul","u",86,19.8,96,NA,NA,33.5
"wrsh","white-rumped shama","f",102,25.8,88,NA,NA,26
"rble","red-billed leiothrix","u",56,22.2,69,NA,NA,20
"rble","red-billed leiothrix","u",58,24,69,NA,NA,22
"rble","red-billed leiothrix","u",59,23.5,69,NA,NA,21
"rble","red-billed leiothrix","u",55,24,66,NA,NA,21
"rble","red-billed leiothrix","u",59,23.5,70,NA,NA,24
"wrsh","white-rumped shama","m",144,26.1,93,NA,NA,33.5
"rble","red-billed leiothrix","u",58,24.4,69,8.5,9.4,21
"rwbu","red-whiskered bulbul","u",82,20.3,85,NA,NA,27.5
"jawe","Japanese white-eye","u",43,18.1,58,NA,NA,10
"jawe","Japanese white-eye","u",42,17.4,61,NA,NA,10.5
"jawe","Japanese white-eye","u",41,18,60,NA,NA,10
"rwbu","red-whiskered bulbul","u",75,19.1,79,NA,NA,28
"rble","red-billed leiothrix","u",56,23.2,70,NA,NA,20
"rble","red-billed leiothrix","u",57,23,71,NA,NA,20.5
"rble","red-billed leiothrix",NA,NA,NA,NA,NA,NA,20
"jawe","Japanese white-eye","u",42,17.8,60,NA,NA,11
"jawe","Japanese white-eye","u",42,17.9,59,NA,NA,11
"jawe","Japanese white-eye","u",42,18.1,61,NA,NA,12
"jawe","Japanese white-eye","u",41,17.1,57,NA,NA,11
"jawe","Japanese white-eye","u",39,17.9,59,NA,NA,10.5
"rble","red-billed leiothrix","u",55,23.8,65,NA,NA,22
"jawe","Japanese white-eye","u",40,18.36,58,NA,NA,13.5
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,21.5
"rwbu","red-whiskered bulbul","u",74,20.1,74,NA,NA,23
"wrsh","white-rumped shama","m",120,25,93,NA,NA,33
"rble","red-billed leiothrix",NA,60,21.5,67,NA,NA,20
"rble","red-billed leiothrix",NA,55,22.6,66,NA,NA,23
"jawe","Japanese white-eye",NA,39,NA,54,NA,NA,8
"rwbu","red-whiskered bulbul",NA,75,20.2,77,8.8,NA,26
"jawe","Japanese white-eye",NA,41,16.6,58,NA,NA,13
"jawe","Japanese white-eye",NA,45,17,59,NA,NA,12
"jawe","Japanese white-eye","u",42,17,55,NA,NA,11
"jawe","Japanese white-eye","u",41,16.9,59,NA,NA,11
"jawe","Japanese white-eye","u",41,17.9,56,NA,NA,8
"jawe","Japanese white-eye","u",43,16.8,60,NA,NA,11
"jawe","Japanese white-eye","u",40,17.8,58,NA,NA,11
"jawe","Japanese white-eye","u",41,16.9,59,NA,NA,18
"jawe","Japanese white-eye","u",43,16.6,58,NA,NA,9
"jawe","Japanese white-eye","u",43,17.5,59,NA,NA,11
"rble","red-billed leiothrix","u",55,24,63,NA,NA,20
"rble","red-billed leiothrix","u",56,23.8,68,NA,NA,22
"rble","red-billed leiothrix","u",NA,20.5,64,NA,NA,20
"jawe","Japanese white-eye","u",42,17.9,60,NA,NA,10
"jawe","Japanese white-eye","u",43,17.5,60,NA,NA,11
"jawe","Japanese white-eye","u",42,17.7,59,NA,NA,11
"rble","red-billed leiothrix","u",40,24.5,67,NA,NA,22
"rble","red-billed leiothrix","u",NA,24.9,68,NA,NA,22.5
"rble","red-billed leiothrix","u",56,24.6,68,NA,NA,26
"jawe","Japanese white-eye","u",41,18.3,58,NA,NA,11
"jawe","Japanese white-eye","u",50,17.9,58,NA,NA,11
"jawe","Japanese white-eye","u",39,17.8,56,NA,NA,9
"jawe","Japanese white-eye","u",43,16.7,61,NA,NA,10
"jawe","Japanese white-eye","u",38,17.5,55,NA,NA,NA
"rble","red-billed leiothrix","u",52,23.4,62,NA,NA,14
"jawe","Japanese white-eye","u",34,17.6,58,NA,NA,9
"jawe","Japanese white-eye","u",37,17.7,56,NA,NA,12
"jawe","Japanese white-eye","u",42,17.4,59,NA,NA,11
"jawe","Japanese white-eye","u",38,17,52,NA,NA,8
"jawe","Japanese white-eye","u",43,18,61,NA,NA,11
"rble","red-billed leiothrix","u",53,24.6,71,7.1,10.2,22
"rvbu","red-vented bulbul","u",95,25.8,104,NA,NA,39
"rvbu","red-vented bulbul","u",85,25.7,98,NA,NA,NA
"rvbu","red-vented bulbul","u",NA,23.8,95,NA,NA,35
"wrsh","white-rumped shama","f",120,26.4,89,NA,NA,32
"rble","red-billed leiothrix","u",50,23.3,67,NA,NA,16
"rble","red-billed leiothrix","u",57,24.3,70,NA,NA,24
"rwbu","red-whiskered bulbul","u",64,17.1,69,NA,NA,19
"jawe","Japanese white-eye",NA,32,19,60,NA,NA,12
"rble","red-billed leiothrix","u",58,22.4,68,NA,NA,24
"rble","red-billed leiothrix","u",54,22.2,65,NA,NA,NA
"jawe","Japanese white-eye","u",38,16.2,58,NA,NA,10
"jawe","Japanese white-eye","u",39,17.4,58,NA,NA,12
"jawe","Japanese white-eye","u",39,17.1,58,NA,NA,12
"jawe","Japanese white-eye","u",38,17.5,56,NA,NA,12
"jawe","Japanese white-eye","u",43,17.8,59,NA,NA,11
"jawe","Japanese white-eye","u",36,17.6,58,NA,NA,12
"jawe","Japanese white-eye","u",35,17.8,59,NA,NA,10
"jawe","Japanese white-eye","u",39,17.7,60,NA,NA,12
"jawe","Japanese white-eye","u",39,17.6,58,NA,NA,13
"jawe","Japanese white-eye","u",38,16.5,57,NA,NA,11
"rwbu","red-whiskered bulbul","u",86,20.4,85,8.6,10.5,31
"jawe","Japanese white-eye","u",38,17.4,57,NA,NA,11
"wrsh","white-rumped shama","m",129,NA,95,NA,NA,36.5
"jawe","Japanese white-eye","u",36,17.5,58,NA,NA,11
"rble","red-billed leiothrix","u",56,23.5,66,NA,NA,24
"jawe","Japanese white-eye","u",40,17.9,59,NA,NA,11
"jawe","Japanese white-eye","u",36,17.1,58,NA,NA,12
"rble","red-billed leiothrix","u",56,24.7,68,NA,NA,23
"rble","red-billed leiothrix","u",59,24.1,70,NA,NA,21
"rble","red-billed leiothrix","u",56,24.2,69,NA,NA,26
"rble","red-billed leiothrix","u",60,23.7,70,NA,NA,25
"rble","red-billed leiothrix","u",59,23.4,67,NA,NA,15
"rble","red-billed leiothrix","u",56,24.3,65,NA,NA,25
"rwbu","red-whiskered bulbul","u",82,19.1,79,NA,NA,35
