site,date,species,band_number,colors,sex,tail,tarsus,wing,total_culmen,nares_to_tip,width,depth,gape,mass_bird_bag,mass_bag,mass
EKA,12/5/2014,rvbu,135288401,rsog,u,93,23.3,98,NA,10.5,7.4,6.1,12,75,31,44
EKA,12/5/2014,rble,271152508,dsog,u,56,24.3,69,NA,7.6,4.9,5,9.2,47,26,21
EKA,12/5/2014,rble,274128308,dsyw,u,49,23.5,68,NA,7.6,4.9,4.7,9.6,46,24,22
EKA,12/5/2014,jawe,275000664,yswd,u,42,17.1,59,NA,7.8,4.1,3.4,7.5,34,23,11
EKA,12/5/2014,jawe,275000665,ysyw,u,42,17.7,60,NA,8.1,4.1,3.5,7.4,43,29,14
EKA,12/5/2014,rble,dxyg,dxyg,u,49,23.4,64,NA,7.7,5.1,5,9.3,54,33,21
EKA,12/5/2014,rble,dxor,dxor,u,52,24.2,67,NA,NA,NA,NA,NA,47,25,22
EKA,12/5/2014,rble,dxyr,dxyr,u,56,23.2,66,NA,7.9,4.9,4.8,8.2,47,25,22
EKA,12/5/2014,rble,dxyo,dxyo,u,52,23,67,NA,7.6,5.1,5,8.1,46,25,21
EKA,12/5/2014,rble,dxwo,dxwo,u,54,24.1,68,NA,7.9,5.1,4.9,10.2,44,26,18
EKA,12/5/2014,rble,dxoy,dxoy,u,55,25.6,71,NA,8.5,5.2,5.1,9.9,49,28,21
EKA,12/5/2014,rwbu,wxdy,wxdy,u,72,18.5,75,NA,8.8,5.4,5.2,10.6,47,24,23
EKA,12/5/2014,rwbu,wxdr,wxdr,u,77,20.9,82,NA,8.4,5.8,5.1,10.3,48,26,22
MOA,12/8/2014,rvbu,135288402,rsoo,u,86,21.6,92,NA,9.8,6,6,11.6,58,26,32
MOA,12/8/2014,rwbu,265130722,wsyr,u,76,20.3,84,NA,8.9,4.9,5.1,10.5,52,28,24
MOA,12/8/2014,rwbu,265130723,wsgd,u,84,20.9,82,NA,9.2,5.4,5.1,9.8,50,25,25
MOA,12/8/2014,jawe,275000668,ysyo,m,42,17.9,57,NA,7.4,4,3.9,8.6,37,27,10
MOA,12/8/2014,jawe,275000671,ysyy,u,43,17.7,58,NA,7.6,4.2,3.3,9.4,37,27,10
MOA,12/8/2014,rble,dsgo,dsgo,u,57,23.9,68,NA,7.8,5.4,5.4,9.5,53,32,21
EKA,12/9/2014,wrsh,265130724,osgy,m,151,26.3,96,NA,11.8,5.8,5.2,11,49,21,28
EKA,12/9/2014,rble,271151804,osdy,u,55,25.1,70,NA,7.2,5.5,5.4,8.5,47,25,22
EKA,12/9/2014,jawe,275000672,ysgr,u,42,18.4,62,NA,8.1,4.3,3.5,7.1,38,26,12
EKA,12/9/2014,jawe,275000680,osgr,u,40,18.8,58,NA,8.2,4.3,3.4,6.2,34,24,10
EKA,12/9/2014,jawe,275000685,osrg,u,NA,17.2,NA,NA,7.7,4.5,3.8,6.4,36,24,12
EKA,1/10/2015,jawe,262146305,osog,u,42,18.2,59,NA,7.7,4.5,3.6,7.5,34,24,10
PAH,1/14/2015,wrsh,265170732,osoy,m,131,27.4,93,NA,10.6,5.5,5.6,15.9,56,24,32
PAH,1/14/2015,rble,271151835,gsgy,u,54,23.1,66.5,NA,7.2,5.7,5.5,10.4,47.5,25,22.5
MOA,1/18/2015,jawe,262146309,osod,m,41,17.1,59,NA,7.9,4.7,3.5,6.2,38,25,13
MOA,1/18/2015,jawe,262146310,osdy,u,41,17.8,58,NA,8,4.6,3.7,7.8,38,25,13
MOA,1/18/2015,rble,271151843,wsgw,u,56,26,70,NA,7.9,5.6,5,10.3,58,34,24
MOA,1/18/2015,rble,271151844,wsyw,u,59,24.5,71,NA,8.3,5.7,5.4,10.2,52,24,28
MOA,1/18/2015,rble,271151845,wsyo,u,52,24.1,67,NA,7.4,5.7,NA,10.6,53,26.5,26.5
MOA,1/18/2015,rble,271151846,wswo,u,55,23.5,66,NA,7.3,5.7,5.1,9.9,46,2.6,NA
MOA,1/18/2015,rble,271151847,dsdo,u,52,23.2,68,NA,7.4,5.6,4.8,9.3,47,27,20
MOA,1/18/2015,jawe,275036302,osor,u,43,18.4,59,NA,7.9,4.7,3.8,7.8,36,25,11
WAI,1/19/2015,jawe,262146314,osyw,u,NA,16.7,59,NA,6.9,4.5,3.5,6.6,38,27,11
WAI,1/19/2015,jawe,262146316,oswo,u,44,17.8,57,NA,8.1,4,3.5,8.4,35.5,25.5,10
WAI,1/19/2015,jawe,262146317,oswy,m,43,17.2,60,NA,7.7,4.3,3.8,7.5,37,26,11
WAI,1/19/2015,rble,262146318,oswd,u,42,NA,59,NA,7.6,4.3,4.1,7.7,43,32,11
WAI,1/19/2015,jawe,262146319,gsgg,u,41,18.2,58,NA,7.6,4.2,3.2,8,38,27,11
WAI,1/19/2015,wrsh,271151849,odos,f,117,25.5,87,NA,11.4,4.7,5.2,12.3,61,31,30
WAI,1/19/2015,jawe,277019607,oswr,u,41,18,60,NA,7.6,4.7,3.6,8.1,40,29,11
WAI,1/20/2015,jawe,262146320,gsgr,u,41,17,58,NA,7.5,4.5,3.5,8.1,40,26,14
WAI,1/20/2015,rwbu,265130733,wsdw,u,79,21.5,83,NA,8.6,5,4.8,10.6,51,26,25
WAI,1/20/2015,rwbu,265130788,wswo,u,71,21.1,77,NA,8.2,5.5,5,11,52,25,27
WAI,1/20/2015,rwbu,265130789,wswr,m,80,19.8,87,NA,8.7,5.6,5.4,12.1,53,25,28
WAI,1/20/2015,rble,271151850,gsyg,u,52,22.3,67,NA,6.7,4.7,4.6,10.1,54,34,20
WAI,1/20/2015,rwbu,271151851,wswg,u,78,18,73,NA,8,5,5,10.2,48,24,24
WAI,1/20/2015,rwbu,271151852,wswy,u,80,20.1,83,NA,10.2,5.6,5,11,50,25,25
WAI,1/20/2015,rwbu,271151853,wswd,u,74,NA,76,NA,7.7,5,4.7,11.3,47,25,22
WAI,1/20/2015,rwbu,271151854,wsww,u,78,19.3,79,NA,9.1,5.6,5,11.3,53,26,27
WAI,1/20/2015,rble,271151855,gsyr,u,57,23.3,70,NA,6.7,5,4.7,9,51,28,23
WAI,1/20/2015,jawe,275036303,gsgo,u,41,17.3,59,NA,7.4,4.1,3.2,8.9,37,25,12
WAI,1/20/2015,jawe,275036304,gsyo,u,40,16.5,56,NA,7.6,4.1,3.6,8,44,35,9
WAI,1/20/2015,jawe,275036305,gsrr,u,41,17,57,NA,7.9,4.1,3.5,8.2,38,27,11
PAH,1/22/2015,jawe,262146321,gsoy,u,43,16.8,58,NA,7.6,4.2,3.6,7.9,38.5,27,11.5
PAH,1/22/2015,rble,271151856,gsgy,u,53,23.4,65,NA,6.9,5.3,5.2,9,58.5,33,25.5
PAH,1/22/2015,rble,271151857,gsyo,u,56,23,68,NA,7.2,4.8,5.2,9,51,25.5,25.5
PAH,1/22/2015,rble,271151858,gsyy,u,53,24,66,NA,7,5.5,5.4,8.6,47,27,20
EKA,1/24/2015,jawe,262146324,gsor,u,43,17,60,NA,7,4.3,3.5,7.7,38,26,12
EKA,1/24/2015,wrsh,265130785,osow,m,140,25.7,92,NA,10.6,5.1,5.1,12.5,55,25,30
EKA,1/24/2015,rwbu,265130786,wsgg,u,79,18.9,78,NA,8.3,5.1,5.1,10.5,54,26,28
EKA,1/24/2015,rble,271151859,gsry,u,54,25,68,NA,8.2,4.9,5.3,8.2,53,29,24
EKA,1/24/2015,rble,271151860,gsoo,u,53,24.7,68,NA,7.7,5.2,5.1,9.9,52,28,24
EKA,1/24/2015,rble,271151861,gsgw,u,51,24.2,65,NA,7.8,4.8,5.2,8.9,55,29,26
EKA,1/24/2015,jawe,275036307,gsyg,u,41,16.2,61,NA,7.3,4.3,3.8,8.1,39,27,12
EKA,1/24/2015,jawe,275036308,gsrg,u,42,17,62,NA,7,4.4,3.8,7.4,40,29,11
EKA,1/24/2015,jawe,275036309,gsgy,u,42,17.6,60,NA,8.3,4.7,3.5,7.9,37,24,13
PAH,1/25/2015,jawe,262146327,gsry,u,41,17.2,58,NA,7.3,4.7,3.6,8.5,39.5,27,12.5
WAI,1/28/2015,jawe,262146334,gsdo,u,41,17.4,60,NA,7.8,4.2,3.7,7.2,36,25,11
WAI,1/28/2015,jawe,262146336,gsyd,u,39,17.2,58,NA,7.5,4.6,3.8,7.7,36,25,11
WAI,1/28/2015,rble,271151869,gsyd,u,52,22.9,65,NA,8.3,4.7,5,8,46,26,20
WAI,1/28/2015,rble,271151870,gsod,u,56,23.7,69,NA,7.3,4.5,5,9,48,27,21
WAI,1/28/2015,rble,271151871,gsow,u,57,24.3,69,NA,8,5.2,5,9.4,46,24,22
WAI,1/28/2015,rble,271151872,gswr,u,55,23.5,68,NA,8,5,4.8,9.6,47,26,21
WAI,1/28/2015,rble,271151873,gsyw,u,58,23.7,68,NA,7.9,5,4.9,9,54,32,22
WAI,1/28/2015,rble,271151874,gsdw,u,56,22.4,68,NA,7.6,4.9,4.8,9,47,24,23
MOA,2/1/2015,jawe,262146343,dsgo,u,42,17.9,60,NA,7.7,4.3,4,7.8,37,26,11
MOA,2/1/2015,rwbu,271151892,ysgg,u,72,18.1,78,NA,8.9,5.6,5,9.1,52,32,20
MOA,2/1/2015,rble,271151894,syro,u,NA,NA,NA,NA,NA,NA,NA,NA,51,27,24
MOA,2/1/2015,rwbu,271151895,ysrg,u,84,19.7,83,NA,8.9,5.7,5.1,9.2,53,27,26
MOA,2/1/2015,rble,271151898,syyo,u,57,23.7,67,NA,7.6,5.7,5.4,10,52,26,26
MOA,2/1/2015,jawe,275036324,dsgr,u,42,16.9,60,NA,7.6,4.4,3.6,7.6,37,26,11
EKA,2/2/2015,jawe,262146344,dsgy,m,44,17.7,59,NA,7.8,4.8,3.9,7.9,36,25,11
EKA,2/2/2015,jawe,262146346,dsog,m,42,17.9,59,NA,8.2,5,3.7,8.5,36,26,10
EKA,2/2/2015,rble,271151899,syry,u,53,23.9,66,NA,7.8,5.6,5.5,9.5,49,26,23
EKA,2/2/2015,rble,271151900,syoy,u,58,24.9,70,NA,7.8,5.4,5.2,8.7,51.5,27,24.5
EKA,2/2/2015,rble,271151901,sydw,u,51,21.7,68,NA,6.7,4.8,5.2,9.1,50,27,23
EKA,2/2/2015,rble,271151902,syyy,u,58,24,65,NA,7.9,5.6,5,10,48.5,26.5,22
EKA,2/2/2015,rble,271151903,sydy,u,55,23.7,68,NA,7.9,5.2,5.2,9,53,32,21
EKA,2/2/2015,rble,271151904,syyd,m,56,24.4,68,NA,7.3,NA,NA,8.5,49,28,21
MOA,2/6/2015,jawe,262146347,dsrd,m,45,17,59,NA,8,4.2,3.7,8.2,37,25,12
MOA,2/6/2015,wrsh,265130738,osyd,m,139,25.4,89,NA,10.7,5.3,5.2,11.4,57,26,31
MOA,2/6/2015,rwbu,265130782,ysdr,u,84,19.3,87,NA,9.2,5.4,5.1,10.5,61,35,26
MOA,2/6/2015,rwbu,265130783,ysog,u,89,20.8,82,NA,9,6.6,5.1,10.5,53,28,25
MOA,2/6/2015,rble,271151914,syyw,u,56,24,68,NA,7.3,4.7,4.8,9.9,45,25,20
MOA,2/6/2015,rble,271151915,sydd,m,54,24.1,68,NA,7.6,5,5.1,10,57.5,36,21.5
MOA,2/6/2015,rble,271151916,sywo,u,52,23.8,69,NA,7.7,5.5,5,10.4,51,29,22
MOA,2/6/2015,rble,271151917,sywy,u,53,23.3,65,NA,8,5,5.2,11.3,55,33.5,21.5
MOA,2/6/2015,rble,271151918,sywf,u,53,24.1,67,NA,6.2,5.3,4.9,10.4,54,32,22
MOA,2/6/2015,rble,271151919,sogg,u,61,24.2,71,NA,8.4,5.4,5.3,11.5,49,26,23
MOA,2/6/2015,rble,271151920,syww,u,53,23.6,68,NA,7.7,5,5,10.9,50,29,21
MOA,2/6/2015,rble,271151921,sorg,u,55,23.8,68,NA,6.6,5.2,5,9.7,48,27,21
MOA,2/6/2015,rble,271151922,soog,u,58,24,67,NA,8,5.1,4.9,10.7,46,25.5,20.5
MOA,2/6/2015,rble,271151923,sood,u,54,23.3,69,NA,8.1,5.4,5.1,10.9,50,27,23
MOA,2/6/2015,rble,271151924,soyg,u,55,24.3,62,NA,7.2,5,4.9,9,47,26,21
MOA,2/6/2015,rble,271151925,sodg,u,55,23.1,60,NA,9.1,4.5,4.7,8.7,48,29,19
MOA,2/6/2015,rwbu,271151928,yswo,u,71,20,77,NA,9,5.7,5.2,11.8,51,27,24
MOA,2/6/2015,rwbu,271151929,ysyg,u,77,20.5,79,NA,9.1,6,5.3,12.3,59,32,27
MOA,2/7/2015,jawe,262146348,dsry,u,41,17.3,59,NA,7.8,4.4,4.1,9.5,36,25.5,10.5
MOA,2/7/2015,jawe,262146349,dsyo,u,44,16.7,61,NA,7.7,4.6,4.5,8.9,37,26,11
MOA,2/7/2015,rwbu,265130740,ysdg,u,80,19.9,81,NA,9,5.9,5.1,12.6,51,26,25
MOA,2/7/2015,rwbu,265130741,yswg,u,81,22.6,86,NA,9.6,6.1,5.2,12.3,61,30,31
MOA,2/7/2015,rble,271151930,soor,u,54,23.2,69,NA,7.7,5.1,5.2,10.2,47,25,22
MOA,2/7/2015,wrsh,271151931,osdo,m,150,26.2,93,NA,11.1,5.6,5.5,13,57.5,27,30.5
MOA,2/7/2015,rble,271151934,soyr,u,61,22.1,65,NA,7.6,4.9,5.1,9,45,26,19
MOA,2/7/2015,rble,271151935,sodr,u,52,23.6,65,NA,7.4,4.9,5,10.5,46,26,20
MOA,2/7/2015,rble,271151936,soro,u,61,23.1,65,NA,7.4,4.4,4.7,9.5,46,26,20
MOA,2/7/2015,rwbu,271151938,ysgr,u,78,18.8,76,NA,8.9,5.5,5.2,11.4,49,27,22
MOA,2/7/2015,rwbu,271151939,ysrr,u,80,20,80,NA,9.7,5.2,6.3,12.4,60,33,27
MOA,2/7/2015,jawe,275036330,dsrd,u,43,17.4,57,NA,8.7,4.2,3.6,6.4,37,27,10
MOA,2/7/2015,jawe,275036333,dsdg,u,44,17.4,60,NA,7.2,4.3,4.1,9.1,38.5,28,10.5
WAI,2/9/2015,wrsh,271151946,oswy,m,121,26.4,89,NA,10.4,5.1,5.1,11.1,62,24,38
WAI,2/9/2015,rble,271151947,soyd,u,54,24.5,69,NA,8,5.6,5.1,9.4,53,29,24
WAI,2/9/2015,rble,271151948,sowd,u,NA,24.3,69,NA,7.2,5.6,5.5,8.9,41,18,23
WAI,2/9/2015,rble,271151949,sodd,u,56,25.5,70,NA,7.9,5,5.1,10.8,51,25,26
WAI,2/9/2015,jawe,275036335,dswo,u,41,16.9,59,NA,7.9,4.6,4,9.6,37.5,26,11.5
WAI,2/12/2015,jawe,262146355,dsod,u,41,14.5,59,NA,7.9,4.5,3.7,8.2,37,26,11
WAI,2/12/2015,wrsh,265130742,dsgg,m,NA,26.1,95,NA,12.5,6.3,5.5,12,51,26,25
WAI,2/12/2015,wrsh,265130743,dsrg,m,134,26.5,89,NA,12.2,5.5,5.2,13,58.5,29.5,29
WAI,2/12/2015,rble,271151951,soow,u,56,22.9,68,NA,7.8,5.6,4.8,8.4,46,25,21
WAI,2/12/2015,rble,271151952,sooy,u,59,24.1,70,NA,8.1,5.2,5.3,11.4,48,27,21
WAI,2/12/2015,rble,271151953,soyy,u,55,23.6,66,NA,6.8,5.1,4.9,8.9,38,19,19
WAI,2/12/2015,rble,271151955,sowy,u,60,23.8,69,NA,7.8,5.4,5.1,10.8,51,26,25
WAI,2/12/2015,rble,271151956,sogd,u,54,23.8,69,NA,7.5,5.1,5,8.4,29,8,21
WAI,2/12/2015,rble,271151957,sord,u,54,23.8,62,NA,7.6,5.2,5.2,10,36,15,21
WAI,2/12/2015,rwbu,271151958,ysor,u,78,19.5,82,NA,9,5.7,5,11.1,52,25,27
WAI,2/12/2015,rwbu,271151959,yswr,u,85,21.5,85,NA,8.5,6.5,5.6,13,55,26,29
WAI,2/12/2015,rble,271151960,sogw,u,52,23.1,68,NA,8.8,4.6,4.8,10.6,47,26,21
WAI,2/12/2015,rble,271151962,soyw,u,56,22,65,NA,7.6,5.1,4.8,8.3,43,24,19
WAI,2/12/2015,rwbu,271151963,ysgo,u,79,19.2,79,NA,8.3,5.5,4.6,11.1,54,29,25
WAI,2/12/2015,wrsh,271151964,rgds,f,97,26.3,82,NA,10.2,5.7,5.1,13.1,45.5,17.5,28
WAI,2/12/2015,rble,271151965,sodw,u,57,23,69,NA,7.6,5.3,5.3,10.2,50,24,26
WAI,2/12/2015,rble,271151966,soww,u,56,23.9,67,NA,8.4,5.5,4.9,9.4,47,27,20
WAI,2/13/2015,rble,271151967,xsgg,u,54,22.8,68,NA,8.2,5,5.1,10.2,46,26,20
WAI,2/13/2015,rble,271151968,xsgr,u,59,24.2,69,NA,7.2,4.8,5.1,9.7,46,25,21
WAI,2/13/2015,rble,271151969,xsgo,u,52,24.8,67,NA,7.4,4.9,5.2,9,50,27,23
WAI,2/13/2015,rble,271151971,xsgd,u,52,24.2,68,NA,8.2,5.4,5.5,10.7,46,25,21
WAI,2/13/2015,rble,271151972,xsgw,u,57,24.3,66,NA,7.2,5,5.1,8.9,53,31,22
WAI,2/13/2015,rble,271151973,xsrg,u,56,23.9,70,NA,8.2,5.1,5.3,10.8,47,25,22
WAI,2/13/2015,rble,271151974,xsrr,u,60,24.1,68,NA,7.3,5.2,5,9.8,49,27,22
WAI,2/13/2015,jawe,275036340,dsdd,u,43,17.6,60,NA,8,4.4,4,8.8,36,25,11
WAI,2/13/2015,jawe,275036344,dsow,u,40,18,60,NA,7.5,4.3,3.3,8.2,39,30,9
WAI,2/13/2015,jawe,275036346,dsww,u,40,17,59,NA,7.9,3.7,3.2,7.7,28,18,10
PAH,2/15/2015,jawe,262146357,rsgr,u,NA,18.4,60,NA,7.3,4.4,3.7,7.5,36,26,10
PAH,2/15/2015,wrsh,271151975,dsog,m,143,27.6,92,NA,11.5,6.2,6.1,13.9,65,32,33
PAH,2/15/2015,rble,271151976,xsro,u,52,26.4,65,NA,7,5,4.9,10.3,50,28,22
PAH,2/15/2015,rble,271151977,xsry,u,51,25.1,65,NA,7,5.1,5.5,8.2,50,29,21
PAH,2/15/2015,rble,271151978,xsrd,u,55,23.8,68,NA,6.9,5.4,5,8.4,46,25,21
EKA,2/17/2015,rvbu,250157701,rsgd,u,84,23.7,90,NA,9.9,7,6.2,13,62,24,38
EKA,2/17/2015,jawe,262146363,rsry,u,37,17.8,59,NA,8.1,4.5,3.8,8.2,43,33,10
EKA,2/17/2015,jawe,262146365,rsyo,u,42,17.6,60,NA,7.9,4.3,3.6,7,36,26,10
EKA,2/17/2015,wrsh,265130746,dsoo,m,134,25.8,93,NA,11,5.8,5.5,12.6,51,25,26
EKA,2/17/2015,rble,271151980,xsog,u,55,24.9,68,NA,8.5,5.5,5.1,10.2,46,24,22
EKA,2/17/2015,rble,271151981,xsor,u,58,23.3,67,NA,7.4,4.5,4.9,9.4,45.5,25,20.5
EKA,2/17/2015,rble,271151982,xsoo,u,60,25,70,NA,8,5.2,4.7,10.9,48,26,22
EKA,2/17/2015,rble,271151983,xsoy,u,55,23.5,66,NA,7.9,5.4,5,10,47,26,21
EKA,2/17/2015,wrsh,271151984,ords,f,54,24.5,84,NA,10.6,5.6,5.4,12.4,52,26,26
EKA,2/17/2015,rble,271151985,xsow,u,54,22.8,66,NA,7.1,5.3,5.1,9.7,46,26,20
EKA,2/17/2015,rble,271151986,xsod,u,51,23.5,66,NA,6.8,4.8,5,9.8,44,25,19
EKA,2/17/2015,rwbu,271151987,ysro,u,75,19.2,79,NA,8.4,5.5,5.2,10.6,54,26,28
EKA,2/17/2015,rble,271151988,xsyg,u,56,24.5,71,NA,8.3,5,5.4,9.7,47,25,22
EKA,2/17/2015,rble,271151989,xsyr,u,54,22.7,66,NA,7.7,5.6,5.2,10.6,45,24,21
EKA,2/17/2015,rble,271151990,xsyo,u,54,24.5,67,NA,6.8,5.3,5,9.2,46,26,20
EKA,2/17/2015,rble,271151991,xsyy,u,56,24.8,70,NA,8.5,5.2,5.4,10,44,26,18
EKA,2/17/2015,rble,271151992,xsyd,u,56,22.4,69,NA,7.9,4.8,4.8,9,47,26,21
EKA,2/17/2015,rble,271151993,xsyw,u,58,24.2,67,NA,8.2,5.3,5.2,9.1,47,25,22
EKA,2/17/2015,rble,271151997,xsdo,u,55,23.5,66,NA,7.6,5.3,5.2,9.5,44,24,20
EKA,2/17/2015,rwbu,271151998,ysoo,u,85,19.5,83,NA,9,5.7,5.1,11.3,59,36,23
EKA,2/17/2015,rwbu,271151999,ysyo,u,68,21.1,79,NA,9.1,5.8,5.5,11.1,53,25,28
EKA,2/17/2015,rble,271152000,xsdy,u,52,24.6,66,NA,8.5,5,5,10.2,53,30,23
EKA,2/17/2015,rble,271152001,xsdd,u,54,25.4,66,NA,6.9,4.6,4.8,8.7,49,39,10
EKA,2/17/2015,rble,271152002,xsdw,u,53,25.5,66,NA,7.5,5.1,5.2,10.4,46,25,21
EKA,2/17/2015,rble,271152003,xswg,u,49,24.1,68,NA,6.8,4.5,4.8,8.4,46,24,22
EKA,2/17/2015,rble,271152004,xswr,u,58,24.1,67,NA,7.3,5.2,5.1,8.7,51,29,22
EKA,2/17/2015,rble,271152005,xswo,u,53,23,68,NA,7.3,5.3,5.5,10.5,48,26,22
EKA,2/17/2015,rble,271152006,xswy,u,48,23.6,64,NA,7,4.9,5.1,10.2,44,25,19
EKA,2/17/2015,jawe,275036349,rsgy,u,42,18.7,59,NA,8.2,4.9,4.3,9.3,46,34,12
EKA,2/17/2015,jawe,275036350,rsgd,u,45,17.8,61,NA,8.1,4.3,3.5,9.8,35,25,10
EKA,2/17/2015,jawe,275036352,rsrg,u,42,18,61,NA,8.9,3.6,4.5,7.8,43,31,12
EKA,2/17/2015,jawe,275036353,rsrr,u,42,18.2,59,NA,7.8,4.5,3.9,8.4,34,25,9
EKA,2/17/2015,jawe,275036354,rsro,u,41,17.8,57,NA,7.6,4.7,3.4,8,36,25,11
EKA,2/17/2015,jawe,275036355,rsrd,u,48,16.8,59,NA,7.9,4.2,3.6,8.1,40,31,9
EKA,2/17/2015,jawe,275036356,rsrw,u,41,17,57,NA,7.7,4.4,4,7.4,35,25,10
EKA,2/17/2015,jawe,275036357,rsoo,u,41,17.6,58,NA,8,4.1,3.1,8.1,36,26,10
EKA,2/17/2015,jawe,275036358,rsoy,u,42,18.2,59,NA,7.2,4.5,3.8,8.9,39,29,10
EKA,2/17/2015,jawe,275036359,xxxq,u,NA,NA,NA,NA,NA,NA,NA,NA,40,30,10
EKA,2/18/2015,jawe,262146366,rsod,u,41,16.6,58,NA,7.5,4,3.4,7.4,36,25,11
EKA,2/18/2015,jawe,262146369,rsyr,u,44,NA,50,NA,7.7,4.8,4.7,7.1,39,29,10
EKA,2/18/2015,wrsh,265130747,dsyg,m,130,25.9,91,NA,12.1,5.3,5.4,13,55.5,26,29.5
EKA,2/18/2015,wrsh,271152007,dsdg,m,121,25.4,92,NA,12.4,5.4,5.1,12.5,54,26,28
EKA,2/18/2015,wrsh,271152008,dswg,m,139,26.2,92,NA,11,5.8,5.4,11.7,57,28,29
EKA,2/18/2015,wrsh,271152009,dsgr,m,132,27.3,94,NA,11.4,6.1,6,12.2,61,32,29
EKA,2/18/2015,rble,271152010,xsww,u,56,22.5,66,NA,7.6,5.3,5,8.8,49,28,21
EKA,2/18/2015,wrsh,271152011,dsoy,m,131,27.3,91,NA,12.4,5.4,5.3,10.7,55,25,30
EKA,2/18/2015,rwbu,271152012,ysdo,u,71,21.8,79,NA,9.1,6.4,5.1,11.3,63,35,28
EKA,2/18/2015,rwbu,271152013,ysoy,u,81,18.7,80,NA,8.6,5.8,5.5,10.6,53,26,27
EKA,2/18/2015,jawe,275036360,rsog,u,39,17.2,61,NA,7.1,4.5,4,7.4,40,31,9
EKA,2/18/2015,jawe,275036362,rsyg,u,43,18.3,59,NA,8.2,4.3,3.6,8.5,39,28.5,10.5
EKA,2/18/2015,jawe,275036363,rsor,u,42,18,59,NA,7.6,4.2,3.7,8.8,34,24,10
EKA,2/18/2015,jawe,275036364,rsyy,u,40,18,59,NA,7.8,4.6,3.9,8.3,37.5,27,10.5
MOA,2/22/2015,rvbu,135288408,rsgg,u,89,23.4,98,NA,10.1,6.5,5.6,11.4,69,25,44
MOA,2/22/2015,rvbu,250157702,xsxx,u,90,22.5,92,NA,11.5,7.1,6.2,12.7,61,26,35
MOA,2/22/2015,rwbu,271152016,ysyy,u,NA,19.8,81,NA,9.2,6.7,5.5,10.2,54,25,29
MOA,2/22/2015,rwbu,271152017,ysgy,u,83,20.1,79,NA,8.8,5.9,5.3,11.3,59,32,27
MOA,2/22/2015,rble,271152018,ggws,u,54,24.3,66,NA,8.2,5,5.1,10.5,46,25,21
MOA,2/22/2015,rble,271152019,rgws,u,53,23.5,65,NA,7.1,4.9,5.1,10.1,46,26,20
MOA,2/22/2015,rble,271152020,ogws,u,57,24.8,69,NA,6.7,5.2,5.3,8.1,47,24,23
WAI,2/23/2015,wrsh,265130753,dsrr,m,87,26.8,91,NA,10.8,6,5.4,11.3,56,25,31
WAI,2/23/2015,rble,271152021,grws,u,NA,NA,NA,NA,NA,NA,NA,NA,48,26,22
WAI,2/23/2015,rble,271152022,gows,u,56,24,68,NA,8.7,5.4,6.7,10.2,46,25,21
WAI,2/23/2015,rble,271152023,gyws,u,52,21.6,68,NA,7.6,5.2,4.9,8.1,38,27,11
WAI,2/23/2015,rble,271152024,gdws,u,54,23.1,67,NA,7.6,4.8,5.1,9,47,26,21
WAI,2/23/2015,rble,271152025,gwws,u,55,23.6,66,NA,7.4,5.1,5,10.9,47,26,21
WAI,2/23/2015,rble,271152026,rrws,u,55,25,68,NA,8.3,5.2,5.1,11,46,25,21
WAI,2/23/2015,rble,271152027,rows,u,53,24,67,NA,7.3,4.5,4.7,8.9,46,26,20
WAI,2/23/2015,rble,271152028,ryws,u,60,22.9,69,NA,7.8,5.2,5.1,10.3,49,27,22
EKA,2/24/2015,rwbu,265130754,ysrd,u,83,19.8,84,NA,8.7,5.9,5.5,10.4,64,34,30
EKA,2/24/2015,wrsh,265130755,dsor,m,149,25.9,98,NA,11.9,5.1,5.2,12.8,53,25,28
EKA,2/24/2015,rble,271152029,rwws,u,55,24,69,NA,7.1,5.2,5.1,9.4,45,25,20
EKA,2/24/2015,rble,271152030,rdws,u,55,24.2,70,NA,8,5.2,5,10.4,46,26,20
EKA,2/24/2015,rble,271152031,orws,u,53,22.5,66,NA,7.1,5.2,5.2,9.5,44,25,19
EKA,2/24/2015,rwbu,271152032,ysgd,u,76,20,79,NA,9.2,5.8,5.2,11.8,48,25,23
EKA,2/24/2015,rble,271152033,oows,u,56,24.8,70,NA,8,4.9,5.2,10.8,48,27,21
EKA,2/24/2015,rble,271152034,oyws,u,50,NA,66,NA,7.4,5.1,5,9,46,24,22
EKA,2/24/2015,jawe,275036367,rsdr,u,42,18.5,60,NA,7.5,4.5,3.8,8.3,36,24,12
MOA,2/28/2015,jawe,262146374,rswy,u,NA,NA,57,NA,8,4.4,3.7,6.9,35,26,9
MOA,2/28/2015,wrsh,265130756,dsgo,m,148,27.8,96,NA,12.4,6.5,5.9,11.4,65,34,31
MOA,2/28/2015,wrsh,265130757,dsod,m,155,26.2,89,NA,10.5,5.4,5.6,12.7,57,24,33
MOA,2/28/2015,rble,271152103,gdds,u,55,24,67,NA,7.6,4.9,4.9,10.7,48,27,21
MOA,3/1/2015,rvbu,250157703,grrs,u,90.5,25,99,NA,11.6,6.6,6.1,13.6,65.5,27,38.5
MOA,3/1/2015,rble,271152104,gwds,u,55,23.1,69,NA,7.3,5.4,5.1,8.7,46,25,21
MOA,3/1/2015,rble,271152106,rgds,u,56,24,66,NA,7.4,5.4,5.2,10.1,47,25,22
