genus_species,family,group,growth_form,leafsize_cm2,latitude,longitude,elevation_m,MAT,MAP,PPTgs,RADann
Carissa tetramera,Apocynaceae,angio,Tree,16.99,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Carpodiptera africana,Malvaceae,angio,Tree,60.7,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Carpolobia goetzei,Polygalaceae,angio,Shrub,17.81,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Cassipourea euryoides,Rhizophoraceae,angio,Tree,12.82,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Chassalia umbraticola,Rubiaceae,angio,Shrub,15.91,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Chazaliella abrupta,Rubiaceae,angio,Shrub,39.3,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Cladostemon kirkii,Capparaceae,angio,Tree,18.6,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Cola minor,Malvaceae,angio,Tree,18.21,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Combretum illairii,Combretaceae,angio,Liana,33.47,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Combretum schumannii,Combretaceae,angio,Tree,22.04,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Craibia brevicaudata,Fabaceae,angio,Tree,19.73,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Croton pseudopulchellus,Euphorbiaceae,angio,Tree,7.11,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Thecacoris spathulifolia,Phyllanthaceae,angio,Shrub,2.06,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Cynometra webberi,Fabaceae,angio,Tree,2.09,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Dialium orientale,Fabaceae,angio,Tree,6.02,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Drypetes natalensis,Putranjivaceae,angio,Tree,38.15,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Drypetes reticulata,Putranjivaceae,angio,Tree,17.53,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Ehretia bakeri,Boraginaceae,angio,Tree,34.3,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Erythroxylum emarginatum,Erythroxylaceae,angio,Tree,16.65,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Gardenia volkensii,Rubiaceae,angio,Tree,17.92,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Gossypioides kirkii,Malvaceae,angio,Shrub,31.1,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Grewia forbesii,Malvaceae,angio,Liana,36.4,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Grewia holstii,Malvaceae,angio,Tree,14.51,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Grewia plagiophylla,Malvaceae,angio,Tree,6.67,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Grewia stuhlmannii,Malvaceae,angio,Liana,17.04,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Haplocoelum inoploeum,Sapindaceae,angio,Tree,15.48,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Heinsia crinita,Rubiaceae,angio,Shrub,22.57,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Hugonia castaneifolia,Linaceae,angio,Liana,18.42,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Hunteria zeylanica,Apocynaceae,angio,Tree,24.51,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Hymenaea verrucosa,Fabaceae,angio,Tree,15.86,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Landolphia kirkii,Apocynaceae,angio,Liana,11.82,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Lannea schweinfurthii,Anacardiaceae,angio,Tree,10.3,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Ludia mauritiana,Salicaceae,angio,Tree,13.14,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Maerua triphylla,Capparaceae,angio,Shrub,3.28,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Manilkara sansibarensis,Sapotaceae,angio,Tree,37.68,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Manilkara sulcata,Sapotaceae,angio,Tree,4.64,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Margaritaria discoidea,Phyllanthaceae,angio,Shrub,48.12,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Gymnosporia harveyana,Celastraceae,angio,Tree,3.47,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Lijndenia fragrans,Melastomataceae,angio,Shrub,5.39,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Warneckea sansibarica,Melastomataceae,angio,Shrub,16.69,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Millettia usaramensis,Fabaceae,angio,Tree,6.64,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Mimusops obtusifolia,Sapotaceae,angio,Tree,20.7,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Monanthotaxis fornicata,Annonaceae,angio,Liana,22.44,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Mundulea sericea,Fabaceae,angio,Tree,3.58,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Cassine aethiopica,Celastraceae,angio,Tree,22.7,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Nectaropetalum kaessneri,Erythroxylaceae,angio,Tree,9.88,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Nesogordonia holtzii,Malvaceae,angio,Tree,12.64,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Ochna mossambicensis,Ochnaceae,angio,Shrub,16.05,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Ochna thomasiana,Ochnaceae,angio,Shrub,13.27,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Oldfieldia somalensis,Picrodendraceae,angio,Tree,15.69,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Oxyanthus zanguebaricus,Rubiaceae,angio,Shrub,39.37,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Ozoroa obovata,Anacardiaceae,angio,Tree,16.31,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Rhodopentas bussei,Rubiaceae,angio,Shrub,23.03,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Phyllanthus pinnatus,Phyllanthaceae,angio,Shrub,1.35,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Pleurostylia africana,Celastraceae,angio,Tree,6.68,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Polyalthia stuhlmannii,Annonaceae,angio,Tree,22.48,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Polysphaeria parvifolia,Rubiaceae,angio,Shrub,11.29,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Premna chrysoclada,Lamiaceae,angio,Tree,16.72,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Psychotria amboniana,Rubiaceae,angio,Tree,6.27,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Psydrax faulknerae,Rubiaceae,angio,Tree,11.2,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Psydrax polhillii,Rubiaceae,angio,Tree,2,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Pteleopsis tetraptera,Combretaceae,angio,Tree,16.77,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Pyrostria bibracteata,Rubiaceae,angio,Tree,19.01,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Pyrostria phyllanthoidea,Rubiaceae,angio,Shrub,2.77,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Ritchiea capparoides,Capparaceae,angio,Liana,43.55,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Salacia madagascariensis,Celastraceae,angio,Shrub,18.01,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Strychnos henningsii,Loganiaceae,angio,Tree,13.74,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Strychnos madagascariensis,Loganiaceae,angio,Tree,8.29,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Strychnos panganensis,Loganiaceae,angio,Tree,5.13,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Tamarindus indica,Fabaceae,angio,Tree,1.03,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Coptosperma nigrescens,Rubiaceae,angio,Shrub,9.12,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Coptosperma supra-axillare,Rubiaceae,angio,Tree,6.01,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Vepris trichocarpa,Rutaceae,angio,Tree,10.73,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Terminalia sambesiaca,Combretaceae,angio,Tree,17.39,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Empogona ovalifolia,Rubiaceae,angio,Tree,16.82,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Uvaria acuminata,Annonaceae,angio,Shrub,15.62,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Vernonia zanzibarensis,Asteraceae,angio,Herb,22.08,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Vitex ferruginea,Lamiaceae,angio,Tree,15.16,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Ximenia americana,Ximeniaceae,angio,Tree,15.37,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Xylopia arenaria,Annonaceae,angio,Tree,4.93,-3.200,39.820,160,25.60,968.00,1108.00,257.73
Albizia gummifera,Fabaceae,angio,Tree,1.63,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Pouteria adolfi-friedericii,Sapotaceae,angio,Tree,43.26,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Englerophytum natalense,Sapotaceae,angio,Tree,27.52,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Chrysophyllum gorungosanum,Sapotaceae,angio,Tree,32.56,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Cola greenwayi,Malvaceae,angio,Tree,39.87,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Craibia zimmermannii,Fabaceae,angio,Tree,16.48,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Cussonia spicata,Araliaceae,angio,Tree,31.42,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Drypetes gerrardii,Putranjivaceae,angio,Tree,22.66,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Ekebergia capensis,Meliaceae,angio,Tree,18.26,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Garcinia volkensii,Clusiaceae,angio,Tree,23.84,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Ilex mitis,Aquifoliaceae,angio,Tree,16.77,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Leptonychia usambarensis,Malvaceae,angio,Tree,57.76,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Macaranga conglomerata,Euphorbiaceae,angio,Tree,90.45,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Maytenus acuminata,Celastraceae,angio,Tree,8.04,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Newtonia buchananii,Fabaceae,angio,Tree,0.08,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Ochna holstii,Ochnaceae,angio,Tree,21.6,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Gomphia scheffleri subsp. schusteri,Ochnaceae,angio,Tree,33.44,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Psychotria crassipetala,Rubiaceae,angio,Tree,55.91,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Psychotria pseudoplatyphylla,Rubiaceae,angio,Tree,48.72,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Psydrax parviflora,Rubiaceae,angio,Tree,47.54,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Rapanea melanophloeos,Primulaceae,angio,Tree,7.41,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Ritchiea albersii,Capparaceae,angio,Tree,37.55,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Syzygium sclerophyllum,Myrtaceae,angio,Tree,30.98,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Tabernaemontana stapfiana,Apocynaceae,angio,Tree,89.82,-3.330,38.250,892,21.30,1418.00,540.00,242.53
Antiaris toxicaria,Moraceae,angio,Tree,108.46,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Balanites wilsoniana,Zygophyllaceae,angio,Tree,29.07,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Baphia wollastonii,Fabaceae,angio,Tree,18.5,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Trilepisium madagascariense,Moraceae,angio,Tree,75.15,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Chassalia cristata,Rubiaceae,angio,Liana,32.07,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Chrysophyllum albidum,Sapotaceae,angio,Tree,60.6,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Chrysophyllum gorungosanum,Sapotaceae,angio,Tree,32.56,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Coffea liberica var. dewevrei,Rubiaceae,angio,Tree,100.06,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Cordia africana,Boraginaceae,angio,Tree,71.24,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Cynometra alexandri,Fabaceae,angio,Tree,11.03,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Dombeya kirkii,Malvaceae,angio,Tree,47.5,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Dovyalis macrocalyx,Salicaceae,angio,Tree,12.05,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Erythrococca bongensis,Euphorbiaceae,angio,Shrub,7.8,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Eugenia bukobensis,Myrtaceae,angio,Tree,24.58,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Lindackeria mildbraedii,Achariaceae,angio,Tree,53.85,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Margaritaria discoidea,Phyllanthaceae,angio,Shrub,48.12,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Gymnosporia senegalensis,Celastraceae,angio,Tree,10.72,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Microglossa densiflora,Asteraceae,angio,Shrub,9.13,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Morinda lucida,Rubiaceae,angio,Liana,68.07,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Mussaenda erythrophylla,Rubiaceae,angio,Shrub,47.45,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Newtonia buchananii,Fabaceae,angio,Tree,0.08,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Oxyanthus formosus,Rubiaceae,angio,Tree,123.07,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Pseudospondias microcarpa,Anacardiaceae,angio,Tree,84.5,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Rauvolfia vomitoria,Apocynaceae,angio,Tree,49.02,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Rinorea ilicifolia,Violaceae,angio,Shrub,78.54,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Warburgia ugandensis,Canellaceae,angio,Tree,21.53,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Whitfieldia elongata,Acanthaceae,angio,Shrub,61.65,-0.330,30.000,962,22.80,1225.00,765.00,213.62
Anthonotha macrophylla,Fabaceae,angio,Shrub,68.52,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Aulacocalyx jasminiflora,Rubiaceae,angio,Tree,37.66,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Baillonella toxisperma,Sapotaceae,angio,Tree,97.61,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Carapa procera,Meliaceae,angio,Tree,96.09,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Ceiba pentandra,Malvaceae,angio,Tree,26.7,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Cola flavovelutina,Malvaceae,angio,Tree,75.88,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Cola lepidota,Malvaceae,angio,Tree,206.85,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Cola pachycarpa,Malvaceae,angio,Tree,169.17,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Cola rostrata,Malvaceae,angio,Tree,91.13,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Coula edulis,Coulaceae,angio,Tree,103.59,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Cynometra hankei,Fabaceae,angio,Tree,1.01,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Cyrtogonone argentea,Euphorbiaceae,angio,Tree,146.74,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Dacryodes edulis,Burseraceae,angio,Tree,46.9,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Dialium dinklagei,Fabaceae,angio,Tree,5.43,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Diospyros alboflavescens,Ebenaceae,angio,Tree,96.71,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Diospyros barteri,Ebenaceae,angio,Tree,48.49,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Diospyros bipindensis,Ebenaceae,angio,Tree,61.39,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Diospyros cinnabarina,Ebenaceae,angio,Tree,38.23,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Diospyros crassiflora,Ebenaceae,angio,Tree,57.15,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Diospyros mannii,Ebenaceae,angio,Tree,35.81,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Diospyros suaveolens,Ebenaceae,angio,Tree,26.62,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Diospyros physocalycina,Ebenaceae,angio,Tree,98.81,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Distemonanthus benthamianus,Fabaceae,angio,Tree,21.11,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Erythrophleum ivorense,Fabaceae,angio,Tree,17.39,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Funtumia elastica,Apocynaceae,angio,Tree,60.44,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Grewia coriacea,Malvaceae,angio,Tree,85.61,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Hypodaphnis zenkeri,Lauraceae,angio,Tree,132.33,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Irvingia gabonensis,Irvingiaceae,angio,Tree,42.14,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Irvingia grandifolia,Irvingiaceae,angio,Tree,135.88,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Klainedoxa gabonensis,Irvingiaceae,angio,Tree,93.96,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Mammea africana,Calophyllaceae,angio,Tree,93.06,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Massularia acuminata,Rubiaceae,angio,Shrub,127.01,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Medusandra richardsiana,Peridiscaceae,angio,Tree,167.86,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Newbouldia laevis,Bignoniaceae,angio,Tree,41.61,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Panda oleosa,Pandaceae,angio,Tree,120.25,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Pentaclethra macrophylla,Fabaceae,angio,Tree,1.6,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Ptychopetalum petiolatum,Olacaceae,angio,Shrub,34.14,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Pycnanthus angolensis,Myristicaceae,angio,Tree,137.25,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Santiria trimera,Burseraceae,angio,Tree,57.75,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Sterculia oblonga,Malvaceae,angio,Tree,60.84,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Sterculia rhinopetala,Malvaceae,angio,Tree,131.02,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Strombosia glaucescens,Strombosiaceae,angio,Tree,48.03,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Strombosia grandifolia,Strombosiaceae,angio,Tree,110.99,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Treculia obovoidea,Moraceae,angio,Tree,119.42,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Terminalia superba,Combretaceae,angio,Tree,45.67,4.570,9.370,192,25.40,3243.00,2878.00,190.79
Acacia gerrardii,Fabaceae,angio,Tree,0.02,-0.500,30.500,1463,20.30,1157.00,915.00,199.22
Acacia polyacantha subsp. campylacantha,Fabaceae,angio,Tree,0.1,-0.500,30.500,1463,20.30,1157.00,915.00,199.22
Acacia sieberiana,Fabaceae,angio,Tree,0.02,-0.500,30.500,1463,20.30,1157.00,915.00,199.22
Albizia coriaria,Fabaceae,angio,Shrub,1.54,-0.500,30.500,1463,20.30,1157.00,915.00,199.22
Albizia malacophylla,Fabaceae,angio,Tree,7.47,-0.500,30.500,1463,20.30,1157.00,915.00,199.22
Bridelia scleroneura,Phyllanthaceae,angio,Tree,34.07,-0.500,30.500,1463,20.30,1157.00,915.00,199.22
Ozoroa insignis subsp. reticulata,Anacardiaceae,angio,Shrub,34.55,-0.500,30.500,1463,20.30,1157.00,915.00,199.22
Gymnosporia senegalensis,Celastraceae,angio,Tree,10.72,-0.500,30.500,1463,20.30,1157.00,915.00,199.22
Protea madiensis,Proteaceae,angio,Shrub,74.57,-0.500,30.500,1463,20.30,1157.00,915.00,199.22
Steganotaenia araliacea,Apiaceae,angio,Tree,25.02,-0.500,30.500,1463,20.30,1157.00,915.00,199.22
Tamarindus indica,Fabaceae,angio,Tree,1.03,-0.500,30.500,1463,20.30,1157.00,915.00,199.22
Allophylus ferrugineus,Sapindaceae,angio,Tree,69.53,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Bersama abyssinica,Melianthaceae,angio,Tree,16.99,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Casearia battiscombei,Salicaceae,angio,Tree,52.21,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Clerodendrum johnstonii,Lamiaceae,angio,Shrub,55.92,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Dasylepis integra,Achariaceae,angio,Tree,53.72,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Ehretia cymosa var. silvatica,Boraginaceae,angio,Tree,20.27,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Ekebergia capensis,Meliaceae,angio,Tree,10.05,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Ficus thonningii,Moraceae,angio,Tree,59.66,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Galiniera saxifraga,Rubiaceae,angio,Shrub,43.84,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Heinsenia diervilleoides,Rubiaceae,angio,Tree,22.75,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Isoglossa lactea,Acanthaceae,angio,Herb,17.09,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Neoboutonia macrocalyx,Euphorbiaceae,angio,Tree,299.35,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Oncoba routledgei,Salicaceae,angio,Tree,21.94,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Piper capense,Piperaceae,angio,Shrub,67.93,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Premna maxima,Lamiaceae,angio,Tree,119.59,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Prunus africana,Rosaceae,angio,Tree,24.33,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Ritchiea albersii,Capparaceae,angio,Tree,37.55,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Trema orientalis,Cannabaceae,angio,Tree,31.5,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Lepidotrichilia volkensii,Meliaceae,angio,Tree,31.16,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Turraea holstii,Meliaceae,angio,Tree,15.98,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Vangueria volkensii,Rubiaceae,angio,Tree,24.51,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Vitex keniensis,Lamiaceae,angio,Tree,41.43,0.050,37.580,1934,17.50,1586.00,1840.00,227.48
Agarista salicifolia,Ericaceae,angio,Tree,11.97,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Bersama abyssinica,Melianthaceae,angio,Tree,58.44,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Cassipourea malosana,Rhizophoraceae,angio,Tree,8.56,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Ficalhoa laurifolia,Sladeniaceae,angio,Tree,14.33,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Ilex mitis,Aquifoliaceae,angio,Tree,16.77,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Lasianthus kilimandscharicus,Rubiaceae,angio,Tree,37.76,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Macaranga kilimandscharica,Euphorbiaceae,angio,Tree,50.68,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Ochna holstii,Ochnaceae,angio,Tree,21.6,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Ocotea usambarensis,Lauraceae,angio,Tree,18.47,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Psychotria alsophila,Rubiaceae,angio,Tree,5.1,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Prunus africana,Rosaceae,angio,Tree,24.33,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Syzygium cordatum,Myrtaceae,angio,Tree,25.3,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Trichocladus ellipticus subsp. malosanus,Hamamelidaceae,angio,Tree,41.31,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Pauridiantha paucinervis,Rubiaceae,angio,Shrub,34.57,-4.770,38.300,1439,17.70,1420.00,1061.00,235.56
Afzelia bipindensis,Fabaceae,angio,Tree,28.32,6.270,5.280,33,23.80,2080.00,2094.00,192.28
Antiaris toxicaria var. africana,Moraceae,angio,Tree,48.56,6.270,5.280,33,23.80,2080.00,2094.00,192.28
Barteria fistulosa,Passifloraceae,angio,Tree,328.28,6.270,5.280,33,23.80,2080.00,2094.00,192.28
Clerodendrum capitatum,Lamiaceae,angio,Shrub,122.16,6.270,5.280,33,23.80,2080.00,2094.00,192.28
Corynanthe pachyceras,Rubiaceae,angio,Tree,78.42,6.270,5.280,33,23.80,2080.00,2094.00,192.28
Diospyros dendo,Ebenaceae,angio,Tree,73.36,6.270,5.280,33,23.80,2080.00,2094.00,192.28
Diospyros confertiflora,Ebenaceae,angio,Tree,31.14,6.270,5.280,33,23.80,2080.00,2094.00,192.28
Discoglypremna caloneura,Euphorbiaceae,angio,Tree,73.17,6.270,5.280,33,23.80,2080.00,2094.00,192.28
