"region","site","polynesia_isolation","lon","lat","richness"
"caribbean","mexico_caribbean_5",NA,-86.80000174,21.03329941,65
"hawaiian","hawaii_9","distant_polynesia",-157.69446133,21.270166,110
"hawaiian","hawaii_12","distant_polynesia",-157.8484375,21.2774725,67
"hawaiian","hawaii_10","distant_polynesia",-157.8009063,21.4473152,81
"hawaiian","hawaii_11","distant_polynesia",-158.06580265,21.64800438,117
"caribbean","turks_and_caicos_islands_1",NA,-72.1848095,21.8158395,42
"continental_tep","isabel_mex_tep_1",NA,-105.88404333,21.84676667,69
"central_iwp","hong_kong_island_1",NA,114.33552857,22.32571429,60
"caribbean","mexico_alacranes_1",NA,-89.7981,22.3625,92
"nw_indian","red_sea_2",NA,35.8860746,23.4073066,95
"caribbean","florida_keys_3",NA,-81.40894167,24.54436233,72
"caribbean","florida_keys_4",NA,-82.89369333,24.61795,69
"caribbean","florida_keys_1",NA,-81.1068178,24.6262918,91
"caribbean","florida_keys_2",NA,-81.00613117,24.69061333,79
"caribbean","bahamas_2",NA,-79.21141667,25.36382778,72
"caribbean","bahamas_1",NA,-79.305925,25.69951666,64
"central_iwp","okinawa_2",NA,127.86554429,26.63706143,169
"nw_indian","eilat_1",NA,34.94475925,29.47065,105
